Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Kettle River Provincial Park - Campground loop Reconstruction,2929716 - OLD LOOP,ITT,2020/03/04,1,2020/03/25,Les Hein Excavating,Vernon,British Columbia,Canada,"$136,717.33",2020/04/02
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Dechen Ventures Limited Partnership (Cariboo FC),Alexis Creek,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Wildfire Fire Forestry Services  (Cariboo FC),Bonnington,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fire Suppression Rehab Data Collection & Plan Creation R21721 E.,GS21DND102,ITT,2020/03/24,4,2020/03/27,TYHEE FORESTRY CONSULTANTS lTD,Smithers,British Columbia,Canada,"$41,952.50",2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Panorama Crew Services  (SEFC and KFC),Nelson,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Apex Forest and Wildfire Services,Prince George,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Golden Fire Jumpers  (SEFC),Golden,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Celtic Reforestation Services Ltd.  (PGFC),Prince George,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Seneca Enterprises  (PGFC and KFC),Prince George,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Nakimu Ventures Fire Crews  (KFC),Revelstoke,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Strategic Natural Resource Consultants  (KFC and CFC),Campbell River,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Iverson Forest Management  (Coastal FC),Duncan,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Khowutzun Forest Services  (Coastal FC),Duncan,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Sarver Wood Fibre  (Cariboo FC),100 Mile House,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Firestorm Enterprises (Cariboo FC),Quilchena,British Columbia,Canada,$1.00,2020/04/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Type II Fire Crew Services,ON-003430,RSO,2020/02/15,11,2020/02/18,Fall Line Forestry Ltd. (SEFC),Ymir,British Columbia,Canada,$1.00,2020/04/06
Ministry of Finance,Ministry of Finance,Professional Audit Services - Oil and Gas,MOG-2020-01,SRFP,2020/02/20,0,2020/03/16,GDL Consulting Inc.,Victoria,British Columbia,Canada,"$100,000.00",2020/04/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,SIR Inlaid Durable Pavement Markings,23952MJ2020,MOTITT,2020/03/04,0,2020/03/25,Sutton Road Marking Ltd.,Surrey,British Columbia,Canada,"$530,294.16",2020/04/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,SIR Inlaid Durable Pavement Markings,23952MJ2020,MOTITT,2020/03/04,0,2020/03/25,Sutton Road Marking Ltd.,Surrey,British Columbia,Canada,"$530,294.16",2020/04/07
Procurement Services Branch,Ministry of Citizens' Services,ARTIFACTORY Enterprise Software renewal,ITQ-006193,Itq,2020/03/31,1,2020/04/06,Unilogik Systems Inc,Vancouver,British Columbia,Canada,"$88,865.00",2020/04/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Archaeological Assessments for Wildfire Rehabilitation - Quesnel,AB21RDQ001,ITT,2020/03/17,4,2020/03/17,Ecofor Consulting BC Ltd.,Prince George,British Columbia,Canada,"$343,120.00",2020/04/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Repair of the Crossing at 39.1 km on the Caine Creek FSR,EN21DPG601,ITT,2020/03/23,1,2020/03/25,Ruskin Construction Ltd.,Prince George,British Columbia,Canada,"$19,761.79",2020/04/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FIELD DATA COLLECTION (WEST GUARD),GS21DND103,ITT,2020/03/31,6,2020/04/07,SILVICON SERVICES INC,Smithers,British Columbia,Canada,"$13,371.40",2020/04/08
Procurement Services Branch,Ministry of Citizens' Services,VAULT Enterprise software,ITQ-006191,Itq,2020/04/01,2,2020/04/06,Arctiq Inc.,Toronto,Ontario,Canada,"$131,760.98",2020/04/09
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,H20 - Sheep Creek Brake Check to Hodgson Road Seal Coat,25086MJ0000,MOTITT,2020/03/18,2,2020/04/01,Arrowsmith Road Maintenance Ltd.,Victoria,British Columbia,Canada,"$1,322,353.00",2020/04/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Partnership Agreement Snow Creek Recreation Site,Pa21-240-001,REI,2020/02/14,0,2020/03/13,lack of interest not awarded,Port Alberni,British Columbia,Canada,$0.00,2020/04/13
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Wooden Lockers-Northwest Fire Centre, Smithers B.C.",11169,ITQ,2020/02/12,0,2020/03/02,N/A,,,,$0.00,2020/04/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Wooden Lockers-Northwest Fire Centre, Smithers B.C.",11169,ITQ,2020/02/12,0,2020/03/02,N/A,,,,$0.00,2020/04/14
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Metro Vancouver Invasive Plant Management Services,RFP-ENV-20200127,RFP,2020/02/07,2,2020/02/11,Diamond Head Consulting Ltd,Vancouver,British Columbia,Canada,"$100,000.00",2020/04/14
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFP Invasive Plant Management Central Vancouver Island,RFP-ENV-20200206A,RFP,2020/02/18,1,2020/02/21,Spectrum Resources Group Inc.,Prince George,British Columbia,Canada,"$79,900.00",2020/04/14
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Invasive Plant Management Service North-Central Vancouver Island,RFP-ENV-20200206B,RFP,2020/02/18,1,2020/02/21,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$54,890.00",2020/04/14
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,H97 Resurfacing Between Salmon River Road and Odell Road,37718MJ0000,MOTITT,2020/03/20,2,2020/04/02,Terus Construction Ltd. dba Pittman Asphalt,Prince George,British Columbia,Canada,"$3,187,837.07",2020/04/14
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Britton Creek Rest Area Commercial Vending Opportunity,2020-BRITTON CREEK,RFP,2020/02/28,0,2020/03/20,Superior Pizza and Video Ltd. dba The Snack Shop,Merritt,British Columbia,Canada,$1.00,2020/04/15
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Rendering & meat byproduct processing benchmarking study,GS21JHQ005,SRFP,2020/03/27,3,2020/04/01,Cheminfo Services Inc.,Markham,Ontario,Canada,"$97,855.00",2020/04/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Forest Health, Reforestation and Timber Mitigation",CS21LMN001,ITT,2020/02/20,0,2020/03/16,GBF Technical Forestry Inc.,Chilliwack,British Columbia,Canada,"$34,500.00",2020/04/16
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Multiplate Arch Culvert & Culvert w/Coupler (Haida Gwaii),ITQ-006161,Itq,2020/03/06,1,2020/03/11,Armtec Inc.,Edmonton,Alberta,Canada,"$114,945.19",2020/04/16
Ministry of Attorney General,Ministry of Attorney General,Z Class Prisoner Transportation Modules,ON-003481,RFP,2020/03/24,4,2020/04/06,Intercontinental Truck Body(BC)Inc,Surrey,British Columbia,Canada,"$423,160.00",2020/04/17
Procurement Services Branch,Ministry of Citizens' Services,Aporeto Enterprise Software Renewal,ITQ-006190,Itq,2020/04/02,1,2020/04/06,Arctiq Inc.,Toronto,Ontario,Canada,"$206,491.38",2020/04/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",ITQ Archaeology Services,RC212610002MY,ITQ,2020/03/20,0,2020/04/13,Ridgeline Archaeology,Salmon Arm,British Columbia,Canada,"$13,360.00",2020/04/17
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Paint Testing and Structural Coatings Consulting Services,SRFP-CPTP2020,SRFP,2020/01/21,0,2020/02/11,WSP Canada Inc,Langley,British Columbia,Canada,"$100,000.00",2020/04/17
Procurement Services Branch,Ministry of Citizens' Services,AQUA Enterprise Software Renewal,ITQ-006192,Itq,2020/03/31,1,2020/04/06,Arctiq Inc.,Toronto,Ontario,Canada,"$129,351.61",2020/04/20
Procurement Services Branch,Ministry of Citizens' Services,Managed Service for EnterpriseDB Database Software,ITQ-006194,Itq,2020/04/01,1,2020/04/07,Arctiq Inc.,Toronto,Ontario,Canada,"$107,184.00",2020/04/20
Procurement Services Branch,Ministry of Citizens' Services,SYSDIG Enterprise Software Renewal,ITQ-006195,Itq,2020/04/01,1,2020/04/07,Arctiq Inc.,Toronto,Ontario,Canada,"$77,318.65",2020/04/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Notice of Intent-HVAC monitoring, Regular maintenance & Serving",11285,NOI,2020/03/18,0,2020/03/27,N/A,,,,$0.00,2020/04/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Notice of Intent-HVAC monitoring, Regular maintenance & Serving",11285,NOI,2020/03/18,0,2020/03/27,N/A,,,,$0.00,2020/04/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Omineca River Bridge Debris Removal in Mackenzie Forest District,10005-40/EN21DMK005,ITT,2020/03/05,0,2020/03/24,Lepka Holdings Ltd.,Victoria,British Columbia,Canada,"$21,440.00",2020/04/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Graham Island Haida Gwaii Rec Site & Trail Maintenance,RC213090002,ITT,2020/02/25,0,2020/03/19,N/A,Queen Charlotte,British Columbia,Canada,$0.00,2020/04/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Graham Island Haida Gwaii Rec Site & Trail Maintenance,RC213090002,ITT,2020/02/25,0,2020/03/19,N/A,Queen Charlotte,British Columbia,Canada,$0.00,2020/04/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Excavator & Dump Truck/Trailer for Wildfire Rehab - Quesnel,EQ21RDQ001,ITT,2020/03/17,2,2020/03/19,Black River Contracting Ltd,Clearwater,British Columbia,Canada,"$113,400.00",2020/04/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Excavator and Dump Truck/Trailer Wildfire Rehab - Quesnel,EQ21RDQ002,ITT,2020/03/17,2,2020/03/19,Black River Contracting Ltd,Clearwater,British Columbia,Canada,"$113,400.00",2020/04/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Excavator and Lowbed Wildfire Rehab - Quesnel,EQ21RDQ003,ITT,2020/03/17,2,2020/03/19,I.T. Falling Ltd,Kamloops,British Columbia,Canada,"$102,630.00",2020/04/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Excavator and Lowbed for Wildfire Rehab - Quesnel,EQ21RDQ004,ITT,2020/03/17,2,2020/03/19,Black River Contracting Ltd,Clearwater,British Columbia,Canada,"$112,150.00",2020/04/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Data Collect & Rehab Plans for Modified Rd Grd for Nadina W Rd,GS21DND104,ITT,2020/03/31,5,2020/04/14,SILVICON SERVICES INC,Smithers,British Columbia,Canada,"$18,387.15",2020/04/21
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,SFRP for an Indigenous Liaison Worker at Surrey Pretrial Centre,SPSCNAT2001,SRFP,2020/03/06,1,2020/03/20,Lloyd Martin,Abbotsford,British Columbia,Canada,$0.00,2020/04/21
Ministry of Agriculture,Ministry of Agriculture,Relative Impact of VOC Emissions from Agriculture on Air Quality,GSA20CP019,SRFP,2020/02/20,1,2020/02/26,N/A,,,,$0.00,2020/04/22
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Short-Form Request for Proposals for Wood Stove Exchange Program,11214,SRFP,2020/02/21,1,2020/03/20,N/A,,,,$0.00,2020/04/22
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Administration of Benefits - Grand Forks,TPA2020 GRAND FORKS,ITQ,2020/02/28,3,2020/03/10,N/A,,,,$0.00,2020/04/23
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Administration of Benefits - Nelson,TPA2020 NELSON,ITQ,2020/02/28,2,2020/03/10,N/A,,,,$0.00,2020/04/23
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Administration of Benefits - Nelson,TPA2020 NELSON,ITQ,2020/02/28,2,2020/03/10,N/A,,,,$0.00,2020/04/23
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Adminstration of Benefits - Trail ,TPA2020 TRAIL,ITQ,2020/02/28,2,2020/03/10,N/A,,,,$0.00,2020/04/23
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing 18 lane km of H19 in Woss Area,16876MJ2020,MOTITT,2020/03/24,1,2020/04/07,O.K. Industries Ltd.,Courtenay,British Columbia,Canada,"$3,869,000.00",2020/04/23
Ministry of Attorney General,Ministry of Attorney General,Official Veterinarian at Hastings Racecourse,#2020-02-27,ITQ,2020/02/27,0,2020/03/15,Dr. Sheryl Bourque,Surrey,British Columbia,Canada,"$70,000.00",2020/04/24
Ministry of Citizens' Services,Ministry of Citizens' Services,Prime Consulting Services-1515 Blanshard Street Victoria bc,ON-003471,RFP,2020/03/20,4,2020/03/23,Kasian Architecture Interior Design and Planning Ltd.,Victoria,British Columbia,Canada,"$188,521.00",2020/04/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Moresby Island Haida Gwaii Rec Site & Trail Maintenance,RC213090001,ITT,2020/02/25,0,2020/03/19,Hecate Aero Ventures LTd dba Aero Engineering & Contracting,Queen Charlotte,British Columbia,Canada,"$6,205.00",2020/04/24
Ministry of Health,Ministry of Health,Communications Specialist,SRFPHL265,SRFP,2020/02/05,0,2020/03/04,Jim Beatty Communications Inc,Victoria,British Columbia,Canada,"$42,000.00",2020/04/24
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Real Estate Appraiser,RFP-SCR-20200309,RFP,2020/03/09,0,2020/04/03,Equity Valuation and Consultation Services Ltd.,Maple Ridge,British Columbia,Canada,"$500,000.00",2020/04/27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Real Estate Appraiser,RFP-SCR-20200309,RFP,2020/03/09,0,2020/04/03,Altus Group Limited,Victoria,British Columbia,Canada,"$500,000.00",2020/04/27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Real Estate Appraiser,RFP-SCR-20200309,RFP,2020/03/09,0,2020/04/03,Carmichael Wilson Properties Oonsultant Ltd.,Surrey,British Columbia,Canada,"$500,000.00",2020/04/27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Request for Proposals - Real Estate Appraiser,RFP-SCR-20200309,RFP,2020/03/09,0,2020/04/03,Garnett Wilson Realty Advisors Ltd.,Vancouver,British Columbia,Canada,"$500,000.00",2020/04/27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,"Taxonomic Analyses-Phytoplankton, Zooplankton, Periphyton",ON-003483,RFP,2020/03/25,2,2020/03/27,Larratt Aquatic Consulting Ltd,Kelowna,British Columbia,Canada,$0.00,2020/04/28
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,RFP-IS20IIT073 British Columbia Geological Survey Branch,RFP-IS20IIT073,RFP,2019/12/11,1,2020/01/06,CGI Information Systems & Management Consultants Inc.,Victoria,British Columbia,Canada,"$95,000.00",2020/04/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Environmental Services Kootenay Boundary Region,EN21474-004,RFP,2020/03/19,1,2020/03/26,Lotic Environmental Ltd.,Cranbrook,British Columbia,Canada,"$50,000.00",2020/04/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",EN21DSE004 Archaeological Assessments and Services,EN21DSE004,ITT,2020/04/09,4,2020/04/28,Circle CRM Group Inc,Calgary,Alberta,Canada,"$24,970.00",2020/04/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Environmental Services Thompson Okanagan & Cariboo Regions,EN21474-005,RFP,2020/03/19,1,2020/03/26,DWB Consulting Services Ltd.,Lac la Hache,British Columbia,Canada,"$75,000.00",2020/04/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Southern Interior Region Pavement Crack Sealing 2020,22597MJ2020,MOTITT,2020/04/03,0,2020/04/22,Seal Tec Industries Ltd.,Langley,British Columbia,Canada,"$655,900.00",2020/04/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Southern Interior Region Pavement Crack Sealing 2020,22597MJ2020,MOTITT,2020/04/03,0,2020/04/22,Seal Tec Industries Ltd.,Langley,British Columbia,Canada,"$655,900.00",2020/04/28
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Quality Management Services, Broadway Subway Project",BSP QMS 2020 02,RFP,2020/03/11,1,2020/03/13,Associated Engineering (B.C.) Ltd.,Vancouver,British Columbia,Canada,"$3,077,400.00",2020/04/29
Procurement Services Branch,Ministry of Citizens' Services,Tableau Software Renewal,ITQ-006197,Itq,2020/04/20,2,2020/04/24,Newcomp Analytics Inc,Thornhill,Ontario,Canada,"$10,579.88",2020/04/29
Procurement Services Branch,Ministry of Citizens' Services,IBM InfoSphere MDM Support Renewal,ITQ-006200,Itq,2020/04/16,0,2020/04/24,CDW Canada Inc,Etobicoke,Ontario,Canada,"$615,971.67",2020/04/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Annual Maintenance of the Barnes Creek Clone Bank,1070-30/OP21FHQ005,ITT,2020/04/03,2,2020/04/16,Practical Tree Improvement Research Services Ltd,Enderby,British Columbia,Canada,"$35,000.00",2020/04/30
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Surfacing Hwy 97C Aspen Grove to Pothole Creek Bridge,25106MJ0000,MOTITT,2020/04/14,1,2020/04/28,Emil Anderson Construction (EAC) Inc.,Kelowna,British Columbia,Canada,"$4,320,309.78",2020/04/30
Procurement Services Branch,Ministry of Citizens' Services,IBM Cognos Support Renewal,ITQ-006201,Itq,2020/04/17,0,2020/04/27,CDW Canada Inc,Etobicoke,Ontario,Canada,"$1,959,506.56",2020/05/01
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,RFP-IS20IIT026 Mineral Titles Online Maintenance and Support,RFP-IS20IIT026,RFP,2019/11/22,2,2019/11/26,Pacific GeoTech Systems Ltd,Victoria,British Columbia,Canada,"$200,000.00",2020/05/01
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Administration of Benefits - Victoria,TPA2020 VICTORIA,RFP,2020/02/28,1,2020/03/10,N/A,,,,$0.00,2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fort Nelson Central National Forest Inventory (NFI) Sampling,1070-30/OT21FHQ009,ITT,2020/04/07,3,2020/04/14,Trevor Blenner-Hassett dba Forestec Forest Forestry Consulting,Kamloops,British Columbia,Canada,"$164,689.00",2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fort Nelson West National Forest Inventory (NFI) Sampling ,1070-30/OT21FHQ010,ITT,2020/04/08,2,2020/04/15,Hatch Woodlands Ltd.,Shawnigan Lake,British Columbia,Canada,"$207,920.00",2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Security Services for wildfire support,ON-003493,RSO,2020/04/21,2,2020/04/23,"Commissionaires Victoria, the Islands and Yukon",Victoria,British Columbia,Canada,$0.00,2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Security Services for wildfire support,ON-003493,RSO,2020/04/21,2,2020/04/23,Footprint Security Patrol Inc.,Nanaimo,British Columbia,Canada,$0.00,2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Security Services for wildfire support,ON-003493,RSO,2020/04/21,2,2020/04/23,Gitxsan Safety Services Inc.,Delta,British Columbia,Canada,$0.00,2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Security Services for wildfire support,ON-003493,RSO,2020/04/21,2,2020/04/23,Hans Family Investment Group Inc.,Squamish,British Columbia,Canada,$0.00,2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",RFP - Maintenance of Mitten Lake Recreation Site ,PA20DRMN001,RFP,2020/02/27,0,2020/04/06,G & K Persson Farms,Golden,British Columbia,Canada,"$7,217.00",2020/05/01
"Ministry of Tourism, Arts and Culture","Ministry of Tourism, Arts and Culture",Chief Supervisor and Operational Support Combat Sporting Events,RFP20-TAC-005,RFP,2020/03/10,1,2020/04/03,MP Consulting,North Vancouver,British Columbia,Canada,"$130,000.00",2020/05/01
"Ministry of Tourism, Arts and Culture","Ministry of Tourism, Arts and Culture",Chief Supervisor and Operational Support Combat Sporting Events,RFP20-TAC-005,RFP,2020/03/10,1,2020/04/03,Gregory Turnbull,Victoria,British Columbia,Canada,"$30,000.00",2020/05/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Paint Testing and Structural Coatings Consulting Services,SRFP-CPTP2020,SRFP,2020/01/21,0,2020/02/11,WSP Canada Inc,Langley,British Columbia,Canada,"$100,000.00",2020/05/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,SRFP First Aid Services Kamloops Area - 2020,TNFAK-2020,SRFP,2020/03/17,0,2020/04/14,Blue Fox First Aid and Service Inc 2011,Kamloops,British Columbia,Canada,"$50,000.00",2020/05/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,SRFP First Aid Services Kamloops Area - 2020,TNFAK-2020,SRFP,2020/03/17,0,2020/04/14,Tactical Medical Services Inc.,Nanaimo,British Columbia,Canada,"$50,000.00",2020/05/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,SRFP First Aid Services Merritt Area - 2020,TNFAM-2020,SRFP,2020/03/17,0,2020/04/14,Blue Fox First Aid And Services Inc 2011,Kamloops,British Columbia,Canada,"$50,000.00",2020/05/01
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,SRFP First Aid Services Merritt Area - 2020,TNFAM-2020,SRFP,2020/03/17,0,2020/04/14,Infinity Industrial Safety Services Ltd.,Kamloops,British Columbia,Canada,"$50,000.00",2020/05/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",EN21DOS001 DOS - Forest Road Maintenance - Dust Control,EN21DOS001,ITT,2020/04/08,1,2020/04/28,WESTERN ROAD DISTRIBUTION INC.,Maple Ridge,British Columbia,Canada,"$187,480.00",2020/05/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Structure Protection Services -Crews and Units,ON-003489,RSO,2020/04/09,4,2020/04/14,Firestorm Enterprises Ltd.,Prince George,British Columbia,Canada,$1.00,2020/05/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Structure Protection Services -Crews and Units,ON-003489,RSO,2020/04/09,4,2020/04/14,Panorama Crew Services Inc.,Nelson,British Columbia,Canada,$1.00,2020/05/04
