Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Woodward Road Wildfire Risk Reduction Treatment,FS21DCS118,ITT,2020-10-09,1,2020-10-23,Seneca Enterprises Ltd.,Prince George,British Columbia,Canada,"$254,250.00",2020-11-02
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Communications Services, Broadway Subway Project",BSP COM 2021 06,RFP,2020-09-22,0,2020-10-14,Kirk & Co. Consulting Ltd.,Vancouver,British Columbia,Canada,"$4,000,000.00",2020-11-02
Procurement Services Branch,Ministry of Municipal Affairs and Housing,2020 Vehicle Buy - UEL EV Utility Truck,ITQ-006321,Itq,2020-09-22,0,2020-10-13,Cubex Limited,Delta,British Columbia,Canada,"$40,934.88",2020-11-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Tree Planting, Danger Tree Assessment & Felling Okanagan/Shuswap",PL22DOS001,ITT,2020-10-09,1,2020-10-21,TIMBERLINE REFORESTATION LTD.,Qualicum Beach,British Columbia,Canada,"$110,210.80",2020-11-03
Procurement Services Branch,Ministry of Citizens' Services,AutoCAD Software & Maintenance ,ITQ-006344,Itq,2020-10-21,1,2020-10-27,Solid Caddgroup Inc.,Richmond Hill,Ontario,Canada,"$11,648.00",2020-11-03
Procurement Services Branch,Ministry of Attorney General,Ammunition,ITQ-006343,Itq,2020-10-23,1,2020-10-30,Lloyd Libke Law Enforcement Sales Inc.,Toronto,Ontario,Canada,"$58,340.60",2020-11-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Black Creek Oyster River Hydraulic Connection Study,GS21NAN408,ITB,2020-10-15,2,2020-10-28,Western Water Associates Ltd,Vernon,British Columbia,Canada,"$40,000.00",2020-11-03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Utilities Services, Policy and Strategic Direction Consultant",USPSD2020,SRFP,2020-07-29,0,2020-08-12,T.J. Cooper Management Consultants Ltd,Victoria,British Columbia,Canada,"$150,000.00",2020-11-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Log Boom, Security Gates & Roadblocks-Minton Lake Dam",ITQ21BCWSHQ005,ITQ,2020-10-21,2,2020-10-27,DBA QUALITY EXCAVATING AND CONSTRUCTION,Williams Lake,British Columbia,Canada,"$44,400.00",2020-11-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB315 - Silver Star WRR Operational Treatments,GS21MRB315,ITT,2020-09-11,1,2020-09-18,N/A,,,,$0.00,2020-11-04
Procurement Services Branch,Ministry of Citizens' Services,Upland AccuRoute Support Renewal,ITQ-006349,Itq,2020-10-22,1,2020-10-29,"Upland Software, Inc.",Austin,Texas,United States,"$11,623.16",2020-11-04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Maintenance from 18.5 km to 98 km on the Finlay FSR,11250-85/EN21DMK018A,ITT,2020-09-24,0,2020-10-14,Lepka Holdings Ltd.,Fort St James,British Columbia,Canada,$0.00,2020-11-04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Maintenance from 98 km to 173.4 km on the Finlay FSR,11250-85/EN21DMK019,ITT,2020-09-24,0,2020-10-14,Lepka Holdings Ltd.,Fort St James,British Columbia,Canada,$0.00,2020-11-04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",EN21PGN335 - Bowron River FSR Rock Pit 72.2km,11250-85/EN21PGN335,ITT,2020-10-29,1,2020-11-03,Kode Contracting Ltd.,Prince George,British Columbia,Canada,"$460,000.00",2020-11-04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Boothman Mainline Repair,RA21DSE003,ITT,2020-08-12,0,2020-09-10,N/A,,,,$0.00,2020-11-05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Winter Road Maintenance,EN21LMN306,ITT,2020-11-03,3,2020-11-04,Bigfoot Boulder & Quarry Rock Company,Hope,British Columbia,Canada,"$10,000.00",2020-11-05
Procurement Services Branch,Ministry of Agriculture,Laboratory Incubator,ITQ-006342,Itq,2020-10-26,3,2020-10-29,ESBE Scientific Industries Inc,Markham,Ontario,Canada,"$7,156.65",2020-11-05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Janitorial Services for the Cariboo Fire Centre.,GS21CAE0133,ITT,2020-10-23,0,2020-11-06,D R G Professional Building Maintenance,Williams Lake,British Columbia,Canada,"$89,744.00",2020-11-06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Surveys, Development within Fire Incidents C12328, C11937 C12302",OP21DQU007B,ITT,2020-10-23,1,2020-10-30,Vicky Nadeau dba VKN Forestry,Mackenzie,British Columbia,Canada,"$278,475.00",2020-11-09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Lake Babine Wildfire Risk Reduction Tactical Planning,GS21DND009,ITT,2020-10-29,1,2020-11-05,Forsite Consultants Ltd.,Salmon Arm,British Columbia,Canada,"$37,040.00",2020-11-09
Ministry of Attorney General,Ministry of Attorney General,Court Fees and Fines Management System,ON-11209,RFP,2020-04-24,5,2020-05-04,QUARTECH SYSTEMS LIMITED,Vancouver,British Columbia,Canada,"$1,500,000.00",2020-11-09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Hart Ranges Primary Prey Strategy,CS21DPG628,RFP,2020-09-29,1,2020-10-21,Alberta Biodiversity Monitoring Institute,Edmonton,Alberta,Canada,"$20,000.00",2020-11-10
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Binary Fractioning Aspirator for Tree Seed,ITQ-006345,Itq,2020-10-21,0,2020-10-29,Yellow Point Propagation Ltd.,Ladysmith,British Columbia,Canada,"$9,452.23",2020-11-10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SFRP for Nadina District Landscape Wildfire Resiliency Analysis,GS21DND010,SRFP,2020-10-23,2,2020-10-30,B.A. BLACKWELL & ASSOCIATES LTD.,Vancouver,British Columbia,Canada,"$71,040.00",2020-11-10
Procurement Services Branch,Ministry of Citizens' Services,Atlassian Confluence Server Software and Maintence,ITQ-006348,Itq,2020-10-26,1,2020-10-29,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$11,547.52",2020-11-10
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Hydrometric/Climate Station Access and Site Maintenance,GS21JHQ095,ITQ,2020-09-29,0,2020-10-20,N/A,,,,$0.00,2020-11-12
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Hydrometric/Climate Station Access and Site Maintenance,GS21JHQ095,ITQ,2020-09-29,0,2020-10-20,N/A,,,,$0.00,2020-11-12
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Tree Planting in the Thompson Rivers Forest District,PL22DTR001,ITT,2020-09-29,1,2020-10-20,N/A,,,,$0.00,2020-11-12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services,20144OP1888,MOTITT,2020-09-15,0,2020-09-29,N/A,,,,$0.00,2020-11-12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services,20144OP1888,MOTITT,2020-09-15,0,2020-09-29,N/A,,,,$0.00,2020-11-12
Ministry of Health,Ministry of Health,Pharmacist Services for HealthLink BC,ON-003532,RFP,2020-07-31,2,2020-08-10,North West Tele Pharmacy Solutions,Winnipeg,Manitoba,Canada,"$6,820,785.00",2020-11-12
Ministry of Health,Ministry of Health,Pharmacist Services for HealthLink BC,ON-003532,RFP,2020-07-31,2,2020-08-10,North West Tele Pharmacy Solutions,Winnipeg,Manitoba,Canada,"$6,820,785.00",2020-11-12
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Tree Planting of Small Scale Salvage Openings,PL22DSN020,ITT,2020-10-20,2,2020-10-27,Seth's Integrity Contracting Ltd,Dunster,British Columbia,Canada,"$230,287.64",2020-11-13
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Notice of Intent to Direct Award to Marcia Carol Dawson,NOIEMBC39,NOI,2020-08-21,0,2020-08-27,N/A,,,,$0.00,2020-11-16
Procurement Services Branch,Ministry of Transportation and Infrastructure,Flexible Cable Ladder Safety System (Penticton),ITQ-006336,Itq,2020-10-16,1,2020-11-05,"Motion Industries (Canada), Inc",Kamloops,British Columbia,Canada,"$24,162.00",2020-11-16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Spruce and Birch Trial Tree Grinding at Skimikin Seed Orchard,1070-30/OP21FHQ189,ITQ,2020-11-09,2,2020-11-10,620241 British Columbia Ltd.,Lake Country,British Columbia,Canada,"$19,900.00",2020-11-16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Spruce and Birch Trial Tree Grinding at Skimikin Seed Orchard,1070-30/OP21FHQ189,ITQ,2020-11-09,2,2020-11-10,620241 British Columbia Ltd,Lake Country,British Columbia,Canada,"$19,900.00",2020-11-16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Brushing and Ditching Forest Service Roads - Chilliwack District,EN21LMN307,ITT,2020-10-16,0,2020-11-06,Mission Contractors Ltd.,Mission,British Columbia,Canada,"$153,640.64",2020-11-16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildland Urban Interface Forest Fuel Mitigation - Hidden Valley,ER21DRM003,ITT,2020-10-29,0,2020-11-12,Skookumchuck Pulp Inc,Skookumchuck,British Columbia,Canada,"$420,600.00",2020-11-16
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Security Services for Greater Vancouver Area 2,2020 SECURITY GVA2,RFP,2020-09-16,1,2020-10-05,Blackbird Security Inc.,Vancouver,British Columbia,Canada,$0.00,2020-11-16
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Notice of Intent to Direct Award,NOIEMBC29,NOI,2019-12-12,0,2019-12-17,N/A,,,,$0.00,2020-11-17
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Notice of Intent to Direct Award,NOIEMBC32,NOI,2020-02-13,0,2020-02-17,N/A,,,,$0.00,2020-11-17
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,NOI to Modify Contract for Swiftwater Awareness Training,NOIEMBC40,NOI,2020-08-31,1,2020-09-02,N/A,,,,$0.00,2020-11-17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FLTC A97402 Deck Timber Higgins Lake,A97402,ITT,2020-10-26,0,2020-11-10,J. Sarver Trucking Ltd.,100 Mile House,British Columbia,Canada,$19.80,2020-11-17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FLTC A97707 Decked Timber,A97707 FLTC,ITT,2020-10-26,0,2020-11-10,J. Sarver Trucking Ltd.,100 Mile House,British Columbia,Canada,$19.70,2020-11-17
Procurement Services Branch,Ministry of Transportation and Infrastructure,Beaver Stop or Equivalent (100 Mile House),ITQ-006353,Itq,2020-10-27,0,2020-11-05,Armtec Inc.,Edmonton,Alberta,Canada,"$15,827.40",2020-11-17
Procurement Services Branch,Ministry of Transportation and Infrastructure,Modular Temporary Bridging Systems (Abbottsford),ITQ-006351,Itq,2020-10-27,0,2020-11-04,Maurer Structural Protection Systems Canada Ltd.,Langley,British Columbia,Canada,"$467,313.28",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,25135MN0000,25135MN0000,MOTITT,2020-10-21,0,2020-11-04,Emcon Services Inc,Merritt,British Columbia,Canada,"$186,570.00",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,25135MN0000,25135MN0000,MOTITT,2020-10-21,0,2020-11-04,Emcon Services Inc,Merritt,British Columbia,Canada,"$186,570.00",2020-11-17
Procurement Services Branch,Ministry of Children and Family Development,2020 Vehicle Buy Ford - MCFD,ITQ-006333,Itq,2020-10-05,0,2020-10-27,Steve Marshall Ford Lincoln Ltd,Nanaimo,British Columbia,Canada,"$53,779.12",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Big Creek Pit No. 1909,25133MN0000,MOTITT,2020-10-29,0,2020-11-12,McIntyre Aggregate Crushing Ltd.,Oliver,British Columbia,Canada,"$97,800.00",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Big Creek Pit No. 1909,25133MN0000,MOTITT,2020-10-29,0,2020-11-12,McIntyre Aggregate Crushing Ltd.,Oliver,British Columbia,Canada,"$97,800.00",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Chilko Ranch Pit No. 1905,25134MN0000,MOTITT,2020-10-20,0,2020-11-03,Cantex-Okanagan Construction Ltd.,Penticton,British Columbia,Canada,"$99,500.00",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Chilko Ranch Pit No. 1905,25134MN0000,MOTITT,2020-10-20,0,2020-11-03,Cantex-Okanagan Construction Ltd.,Penticton,British Columbia,Canada,"$99,500.00",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Redstone Chezacut Pit No. 1897,25136MN0000,MOTITT,2020-10-22,0,2020-11-05,Cantex-Okanagan Construction Ltd.,Penticton,British Columbia,Canada,"$119,500.00",2020-11-17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate in Stockpile - Redstone Chezacut Pit No. 1897,25136MN0000,MOTITT,2020-10-22,0,2020-11-05,Cantex-Okanagan Construction Ltd.,Penticton,British Columbia,Canada,"$119,500.00",2020-11-17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Roadside Brushing,EN21DSN038,ITT,2020-10-14,0,2020-10-29,No Qualifying Bids,Vanderhoof,British Columbia,Canada,$0.00,2020-11-17
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,RFEI- Temporary Refrigerated Body Storage Services,BCCSRFEI-2021A,REI,2020-08-27,0,2020-09-17,N/A,,,,$0.00,2020-11-18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFQ - TCH No. 1 Quartz Creek Bridge 4-Laning Const. Supervision,RFQ-24575-1,RQU,2019-11-29,0,2020-01-08,Glacier Technical Services Ltd.,Cranbrook,British Columbia,Canada,"$7,000,000.00",2020-11-18
Procurement Services Branch,Ministry of Transportation and Infrastructure,StripeMaster 2 Pavement Marking Retroreflectometer ,ITQ-006357,Itq,2020-10-29,0,2020-11-06,Professional Pavement Products Inc.,Jacksonville,Florida,United States,"$18,500.00",2020-11-18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFQ_11639 Kicking Horse River Bridges 1 and 2,11639,RQU,2020-08-24,1,2020-08-28,Urban Systems Ltd.,Kelowna,British Columbia,Canada,"$3,334,859.00",2020-11-18
Ministry of Citizens' Services,Ministry of Citizens' Services,"Data Architecture Services - Victoria, BC",DATABC-20-DA-1,SRFP,2020-09-30,1,2020-10-02,MetaSphere Consulting Inc,Victoria,British Columbia,Canada,$0.00,2020-11-18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Moose Lake West Road Rehabilitation Invitation to Tender, 100MH",10005-40/RH21DMH058,ITT,2020-10-06,3,2020-10-06,N/A,,,,$0.00,2020-11-19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",RFP - Manage and Maintain the East Harrison Recreation Sites,16660-27/EHARR20,RFP,2020-10-13,0,2020-11-12,Greenshades Enterprises Inc.,Hope,British Columbia,Canada,"$680,000.00",2020-11-19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","WUI Fuel Treatment for Penticton Trails, Powell River",GS21LMN190,ITT,2020-11-06,5,2020-11-16,4C Forestry Ltd.,Nanaimo,British Columbia,Canada,"$243,965.00",2020-11-19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FLTC A97667 Sale of Felled Unprocessed Roadside Timber,A97667 FLTC,ITT,2020-08-31,0,2020-09-10,N/A,,,,$0.00,2020-11-20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Tender Decked Wood Sale FLTC A97667,FLTC A97667,ITT,2020-08-18,0,2020-08-28,N/A,,,,$0.00,2020-11-20
Procurement Services Branch,Ministry of Justice,Double-sided card printer and single-sided laminator,ITQ-006365,Itq,2020-11-04,1,2020-11-13,E-Card ID Products Ltd.,Delta,British Columbia,Canada,"$7,701.12",2020-11-20
Ministry of Attorney General,Ministry of Attorney General,RFP for Responsible & Problem Gambling Support Line,RPGP-SL-202007,RFP,2020-08-06,0,2020-09-03,BC211 Services Society,Vancouver,British Columbia,Canada,"$1,707,894.00",2020-11-20
Procurement Services Branch,Ministry of Justice,Supply & Delivery of Clear Plastic Face Shields (Vancouver),ITQ-006312,Itq,2020-09-02,0,2020-09-11,Saba Distribution Inc.,Pierrefonds,Quebec,Canada,"$13,440.00",2020-11-23
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of 7.62 X 51mm Ammunition (Kamloops),ITQ-006331,Itq,2020-11-03,1,2020-11-09,0734089 B.C. Ltd.,Fort St John,British Columbia,Canada,"$103,951.68",2020-11-24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Transport of 5 wide Trailer to Penticton & Lytton Fire Zones,ITT21BCWSHQ010,ITT,2020-10-21,2,2020-11-05,Blue Collar Silviculture Ltd,Quesnel,British Columbia,Canada,"$28,561.00",2020-11-24
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Administration of Recycled Plastics Manufacturing Stimulus Fund,11800,RFP,2020-11-03,3,2020-11-04,The Alacrity Foundation of B.C.,Victoria,British Columbia,Canada,"$5,000,000.00",2020-11-24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Forest Service Road Maintenance in the Prince George District,EN21DPG611,ITT,2020-09-02,0,2020-09-30,Willow Haven Contracting Ltd.,Victoria,British Columbia,Canada,"$99,000.00",2020-11-24
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",SILVICULTURE PLANNING SOFTWARE,ITQ-006242,Itq,2020-06-10,3,2020-06-15,Silvacom Ltd.,Edmonton,Alberta,Canada,"$131,936.00",2020-11-25
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Freedom R8100 Communications System Analyzer,ITQ-006356,Itq,2020-10-29,0,2020-11-06,Gap Wireless Inc.,Mississauga,Ontario,Canada,"$67,525.92",2020-11-25
Procurement Services Branch,Ministry of Agriculture,Supply & Delivery of Benchtop Refrigerated Laboratory Centrifuge,ITQ-006361,Itq,2020-11-03,0,2020-11-12,Fisher Scientific Ltd,Nepean,Ontario,Canada,"$8,829.53",2020-11-25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Provincial satellite-based snow analysis,1070-30/OT21FHQ177,SRFP,2020-10-07,0,2020-10-28,Hatfield Consultants LLP,North Vancouver,British Columbia,Canada,"$25,000.00",2020-11-25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Ensemble weather forecast data uncertainty improvements,1070-30/OT21FHQ173,SRFP,2020-10-07,0,2020-10-29,Weatherlogics Inc,Winnipeg,Manitoba,Canada,"$14,995.00",2020-11-25
Ministry of Citizens' Services,Ministry of Citizens' Services,Professional Facilities Consultant Services,ON-003564,RFP,2020-11-05,2,2020-11-13,N/A,,,,$0.00,2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB325 - Sun Peaks WRR Operational Treatments,GS21MRB325,ITT,2020-09-24,0,2020-10-15,N/A,,,,$0.00,2020-11-26
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Temporary Body Storage in Duncan area ,BCCS21NOI706A,NOI,2020-10-21,0,2020-11-04,HW WALLACE CREMATION AND BURIAL CENTRE INC.,Duncan,British Columbia,Canada,"$50,000.00",2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SPRING TREE PLANTING –NRFL/ SHANNON CREEK,PL22DSE002,ITT,2020-10-15,0,2020-11-26,Greenpeaks Resource Management Ltd,Nakusp,British Columbia,Canada,"$14,250.00",2020-11-26
Procurement Services Branch,Ministry of Agriculture,Labratory Automated 96-well Microplate Washer,ITQ-006368,Itq,2020-11-19,2,2020-11-24,Fisher Scientific Ltd,Nepean,Ontario,Canada,"$8,877.94",2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Danger Tree Assessment in the Beaver Lodge Forest Lands,GS21NAN508,ITT,2020-09-23,0,2020-10-14,Osprey Forest Operations Ltd.,Victoria,British Columbia,Canada,"$2,800.00",2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Treatments along Mackenzie Highway 39,10005-40/FS21DMK024,ITT,2020-11-04,0,2020-11-19,N/A,,,,$0.00,2020-11-27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Treatments along Mackenzie Highway 39,10005-40/FS21DMK024,ITT,2020-11-04,0,2020-11-19,N/A,,,,$0.00,2020-11-27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,BC Bid Procurement Application and Change Management Specialist,PCRMS201023,RFP,2020-11-04,4,2020-11-10,BDO Canada LLP,Ottawa,Ontario,Canada,"$150,000.00",2020-11-27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Technical Design Review Engineer, Pattullo Bridge Replacement",PBR TEC 2021 16,RFP,2020-10-07,1,2020-10-15,Sun Coast Consulting Ltd.,Vancouver,British Columbia,Canada,"$290,000.00",2020-11-27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Improving BC's Provincial Inventory of GHGs - Waste,GS21JHQ081,SRFP,2020-09-11,0,2020-10-09,GHD Ltd,Calgary,Alberta,Canada,"$20,000.00",2020-11-30
Procurement Services Branch,Ministry of Transportation and Infrastructure,Rental of Portable Digital Message Sign (Greater Vancouver),ITQ-006372,Itq,2020-11-13,1,2020-11-20,ATS Traffic - British Columbia Ltd,Langley,British Columbia,Canada,"$35,280.00",2020-11-30
Procurement Services Branch,Ministry of Citizens' Services,Nuance Dragon Professional License and Support (Victoria),ITQ-006362,Itq,2020-11-04,1,2020-11-12,VocaLinks Inc.,Scarborough,Ontario,Canada,"$64,725.92",2020-11-30
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Improving BC's Provincial Inventory of GHGs - Road Transport,GS21JHQ076,SRFP,2020-10-02,1,2020-10-09,Licker Geospatial Consulting Ltd,Vancouver,British Columbia,Canada,"$62,500.00",2020-11-30
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,"Clean Coast, Clean Waters Initiative Fund",11801,RFP,2020-11-03,3,2020-11-04,PricewaterhouseCoopers LLP,Victoria,British Columbia,Canada,"$10,000,000.00",2020-11-30
Ministry of Children and Family Development,Ministry of Children and Family Development,2 Bed CYSN Staffed Behavioural & Respite Resource Kootenay ,MCFD-12-2020,RFP,2020-10-28,1,2020-11-16,PDR Investmensts Inc.  dba Interior HomeCare Solutions,Vernon,British Columbia,Canada,"$583,264.28",2020-12-01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Starratt/Cranberry Marsh WMA Viewing Tower Inspection-Valemount,GS21DPG631,ITQ,2020-10-26,1,2020-11-17,Logic NDT Solutions Ltd.,Calgary,Alberta,Canada,"$2,055.00",2020-12-02
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Stream Crossing Design Starratt/Cranberry Marsh - Valemount,GS21DPG629,ITQ,2020-10-26,1,2020-11-17,StoneCroft Engineering Ltd.,Campbell River,British Columbia,Canada,"$8,100.00",2020-12-02
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply and Delivery of one (1) Mountain Snowmobile (Hope),ITQ-006360,Itq,2020-11-05,1,2020-11-10,Greater Vancouver Powersports Inc.,Langley,British Columbia,Canada,"$18,623.73",2020-12-02
"Ministry of Energy, Mines, and Petroleum Resources","Ministry of Energy, Mines, and Petroleum Resources",Columbia River Treaty Governance Project,GS21MAN0017S,SRFP,2020-09-14,0,2020-10-16,Pacific Resolutions,North Saanich,British Columbia,Canada,"$90,000.00",2020-12-02
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Sea-to-Sky District - 2020 Bridge Guard Rail Replacement Project,EN20NAN902,ITT,2020-11-26,2,2020-12-02,Surespan Construction Ltd.,North Vancouver,British Columbia,Canada,"$338,947.36",2020-12-02
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Body Removal and Transport - Oceanside,PSSGBCCS21ITQ706,ITQ,2020-10-21,0,2020-11-04,Yates Memorial Services,Parksville,British Columbia,Canada,"$150,000.00",2020-12-02
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Hard Drives,ITQ-006371,Itq,2020-11-20,1,2020-11-30,ITEXPRESS DIRECT INC.,Oakville,Ontario,Canada,"$23,404.50",2020-12-03
