Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",2500 Gal Relay Tanks (Chilliwack BC),ITQ-006753,Itq,2021/07/23,0,2021/08/03,Firetak Manufacturing Ltd,St. Francois Xavier,Manitoba,Canada,"$124,975.20",2021/08/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Marsh Road Fuel Mitigation - Quesnel Natural Resource District,OP22DQU003A,ITT,2021/07/08,0,2021/07/15,Seneca Enterprises Ltd.,Prince George,British Columbia,Canada,"$65,455.00",2021/08/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Boothman Pasture Flood Recovery Project,RA22DSE001,RFP,2021/06/24,0,2021/07/16,N/A,N/A,N/A,N/A,$0.00,2021/08/09
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Peace District Crushing 2021,37943MJ0000,MOTITT,2021/07/20,3,2021/07/27,Brocor Construction Ltd.,Dawson Creek,British Columbia,Canada,"$731,600.00",2021/08/10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Structure Installation - N6-033 McFarlane Creek FSR,EN22DSE005,ITT,2021/06/17,0,2021/07/08,Sorenson Excavating Ltd,Castlegar,British Columbia,Canada,"$169,775.00",2021/08/10
Procurement Services Branch,Ministry of Transportation and Infrastructure,"Concrete Box Culvert (Clinton, BC)",ITQ-006752,Itq,2021/07/22,0,2021/07/30,Kemp Concrete Products,Kamloops,British Columbia,Canada,"$291,144.00",2021/08/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Bridgeport Road Bus Connection & Hwy 99/17A I/C Improvements,08601MJ0001,MOTITT,2021/07/27,5,2021/08/04,Lafarge Canada Inc.,Coquitlam,British Columbia,Canada,"$5,282,422.00",2021/08/11
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transportation- Fernie,BCCS22NOI711B,NOI,2021/07/21,0,2021/08/04,Cherished memories funeral services,Fernie,British Columbia,Canada,"$90,000.00",2021/08/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Blue River Fuel Management Treatments,FM22DTR001,ITT,2021/06/21,0,2021/07/19,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$87,009.00",2021/08/11
Procurement Services Branch,Ministry of Transportation and Infrastructure,Fabricate and Supply Metal Gates and Posts (Kamloops),ITQ-006756,Itq,2021/08/04,3,2021/08/06,FYPM Holdings Inc,Maple Ridge,British Columbia,Canada,"$89,104.51",2021/08/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",BC FireSmart Committee (BCFSC) Lytton Project,SRFP22WHQ0023,SRFP,2021/08/06,1,2021/08/09,ForestWise Environmental Consulting Ltd,Salmon Arm,British Columbia,Canada,"$44,710.39",2021/08/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",BC FireSmart Committee (BCFSC) Lytton Project,SRFP22WHQ0023,SRFP,2021/08/06,1,2021/08/09,Wildland Professional Solutions Inc.,Penticton,British Columbia,Canada,"$15,970.00",2021/08/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",BC FireSmart Committee (BCFSC) Lytton Project,SRFP22WHQ0023,SRFP,2021/08/06,1,2021/08/09,"Jack D. Cohen, PhD",Missoula,Montana,United States,"$77,948.10",2021/08/11
"Ministry of Energy, Mines, and Low Carbon Innovation","Ministry of Energy, Mines, and Low Carbon Innovation",Integrating Mining and Land Planning in B.C. ,12494,SRFP,2021/07/21,3,2021/07/23,Pakawau Geomanagement Inc.,Port Coquitlam,British Columbia,Canada,"$75,000.00",2021/08/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Construction of stormwater main and retaining wall. ,24832MJ0001,MOTITT,2021/07/28,1,2021/08/05,Emil Anderson Construction (EAC) Incl,Kelowna,British Columbia,Canada,"$493,201.87",2021/08/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock Slope Stabilization,86002MJ0250,MOTITT,2021/07/15,1,2021/08/04,BAT Construction Ltd.,Kamloops,British Columbia,Canada,"$620,980.00",2021/08/12
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Haida Gwaii - Pesuta Parking Expansion and Paving ,CP22SME009,ITT,2021/08/06,4,2021/08/11,N/A,N/A,N/A,N/A,$0.00,2021/08/12
Procurement Services Branch,Ministry of Citizens' Services,Juniper Network Gear,ITQ-006757,Itq,2021/07/28,0,2021/08/09,Telus Communications Inc.,Victoria,British Columbia,Canada,"$1,434,957.35",2021/08/12
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Babcock Creek Pedestrian Bridge Replacement,CP22KAE050RT,ITT,2021/06/30,0,2021/07/28,Momentum Mountain Solutions LTD,Kimberley,British Columbia,Canada,"$93,300.00",2021/08/13
Ministry of Citizens' Services,Ministry of Citizens' Services,Digital Marketplace Transition Project,SRFPDPD202104,SRFP,2021/07/09,2,2021/07/16,Button Inc.,Victoria,British Columbia,Canada,"$200,000.00",2021/08/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HWY 99 BUS-ON-SHOULDER TRANSIT LANES,08601MJ0002,MOTITT,2021/08/04,6,2021/08/10,M2K Construction Ltd.,Coquitlam,British Columbia,Canada,"$12,799,000.00",2021/08/17
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Avalanche Terrain Expose Scale (ATES) Ratings - BC Parks Omenica,12550,ITQ,2021/07/28,3,2021/08/06,Syvatica Forestry Services LTD,Prince George,British Columbia,Canada,"$10,100.00",2021/08/17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Gibbons Multi-Plate Culvert Rehabilitation,35735MJ0001,MOTITT,2021/08/05,3,2021/08/12,Landmark Solutions Ltd.,Salmon Arm,British Columbia,Canada,"$3,453,136.99",2021/08/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Railway crossing sign installation and brushing in the PG area,EN22DPG730,ITT,2021/07/29,2,2021/08/16,N/A,N/A,N/A,N/A,$0.00,2021/08/17
Procurement Services Branch,Ministry of Citizens' Services,Lenovo ThinkSmart Hubs with LogiTech Video Conferencing Accs,ITQ-006758,Itq,2021/08/05,3,2021/08/09,AVI-SPL Canada Ltd.,Burnaby,British Columbia,Canada,"$214,524.15",2021/08/17
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC Parks Type 1 Pre-Cast Concrete Picnic Table Base(Kamloops BC),ITQ-006762,Itq,2021/08/06,1,2021/08/16,Ken MacKay & Son Concrete Forming Ltd,Nanaimo,British Columbia,Canada,"$28,674.24",2021/08/17
Procurement Services Branch,Ministry of Social Development and Poverty Reduction,IBM DB2 Subscription Renewal,ITQ-006763,Itq,2021/08/06,0,2021/08/16,GlassHouse Systems Inc.,North York,Ontario,Canada,"$34,966.53",2021/08/17
"Ministry of Energy, Mines, and Low Carbon Innovation","Ministry of Energy, Mines, and Low Carbon Innovation",BC Royalty Review: Economic Competitiveness Evaluation,12456,RFP,2021/06/28,0,2021/07/16,Wood Mackenzie,Calgary,Alberta ,Canada,"$340,000.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",EN22NAN603- Mechanical Brushing of Maggie FSR Branch 01,EN22NAN603,ITT,2021/07/19,1,2021/07/26,Deer Bay Contracting Ltd,Port Alberni,British Columbia,Canada,"$15,999.88",2021/08/18
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Climate Adaptation Indigenous Engagement and Research,GS22JHQ017,RFP,2021/06/24,9,2021/06/30,Alderhill Planning Inc.,Westbank,British Columbia,Canada,"$645,350.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WILDLAND FIREFIGHTER ATHLETIC THERAPY SERVICES,ITQ-OT2WHQ0026,ITQ,2021/08/06,0,2021/08/16,Nelson OPTM Athletic Therapy,New Aiyansh,British Columbia,Canada,"$75,000.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WILDLAND FIREFIGHTER ATHLETIC THERAPY SERVICES,ITQ-OT2WHQ0026,ITQ,2021/08/06,0,2021/08/16,Latitude Athletic Therapy,Nelson,British Columbia,Canada,"$75,000.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WILDLAND FIREFIGHTER ATHLETIC THERAPY SERVICES,ITQ-OT2WHQ0026,ITQ,2021/08/06,0,2021/08/16,CD Athletic Therapy,Kamloops,British Columbia,Canada,"$75,000.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WILDLAND FIREFIGHTER ATHLETIC THERAPY SERVICES,ITQ-OT2WHQ0026,ITQ,2021/08/06,0,2021/08/16,Logal Jacobs Athletic Therapy,Nelson,British Columbia,Canada,"$75,000.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WILDLAND FIREFIGHTER ATHLETIC THERAPY SERVICES,ITQ-OT2WHQ0026,ITQ,2021/08/06,0,2021/08/16,ReAlign Consulting Inc.,Vancouver,British Columbia,Canada,"$75,000.00",2021/08/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction: ,OP22DPG729,ITT,2021/07/26,4,2021/08/09,Seneca Enterprises Ltd.,Prince George,British Columbia,Canada,"$90,732.00",2021/08/18
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transport- Cowichan Valley ,BCCS22ITQ706F,ITQ,2021/06/09,0,2021/06/23,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$100,000.00",2021/08/19
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transport- Cowichan Valley ,BCCS22ITQ706F,ITQ,2021/06/09,0,2021/06/23,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$100,000.00",2021/08/19
Procurement Services Branch,Ministry of Citizens' Services,Adobe Experience Manager Forms 6.3 Support Renewal (Victoria BC),ITQ-006767,Itq,2021/08/11,0,2021/08/19,Insight Canada Inc,Montreal,Quebec,Canada,"$93,766.62",2021/08/19
Ministry of Health,Ministry of Health,Clinical Evidence Review Services,RFPHL2022-002,RFP,2021/07/22,1,2021/07/23,N/A,N/A,N/A,N/A,$0.00,2021/08/19
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Request for Standing Offer: First Aid items, 5 assorted products",ITQ-006760,Itq,2021/08/05,0,2021/08/16,Vereburn Medical 2017 LTD.,Calgary,Alberta ,Canada,$0.00,2021/08/20
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Bridgeport Road Resurfacing,13042MJ2021,MOTITT,2021/08/13,1,2021/08/19,B.A. Blacktop Ltd.,North Vancouver,British Columbia,Canada,"$1,185,436.50",2021/08/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Helicopter Based Detailed Aerial Bark Beetle Surveys,FH22DRM002,SRFP,2021/06/29,0,2021/07/19,Valhalla Helicopters Inc.,West Kelowna,British Columbia,Canada,"$89,910.00",2021/08/20
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC Parks Fire Rings (Kamloops BC),ITQ-006764,Itq,2021/08/16,2,2021/08/19,Castlegar Machine & Chrome (2013) Ltd.,Castlegar,British Columbia,Canada,"$12,499.20",2021/08/23
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",TASS Strategic Model Development,1070-30/OT22FHQ160,ITT,2021/08/11,2,2021/08/18,Azura Formetrics Ltd.,Kamloops,British Columbia,Canada,"$263,200.00",2021/08/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Heading Creek FSR Road Reconstruction,EN22PGN329,ITT,2021/08/10,0,2021/08/24,West Horizon Contracting Inc.,Victoria,British Columbia,Canada,"$90,000.00",2021/08/24
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Fabricate/supply substructure, decking and railings (Tulameen)",ITQ-006759,Itq,2021/08/13,2,2021/08/18,Stinger Welding Ltd,Prince George,British Columbia,Canada,"$137,427.45",2021/08/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FFT Silviculture Surveys & Treatment Plans - Quesnel District,OP22DQU001,ITT,2021/07/16,3,2021/07/19,N/A,Quesnel,British Columbia,Canada,$0.00,2021/08/24
"Ministry of Energy, Mines, and Low Carbon Innovation","Ministry of Energy, Mines, and Low Carbon Innovation",BC Oil and Gas Royalty Review: Well-level Economic Modelling,12498,RFP,2021/07/29,3,2021/07/30,McDaniel & Associates Consultants Ltd,Calgary,Alberta ,Canada,"$350,000.00",2021/08/25
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Cornwall Road Intersection Improvements,23788MJ0001,MOTITT,2021/08/11,2,2021/08/19,Emil Anderson Construction (EAC) Ltd.,Kelowna,British Columbia,Canada,"$1,649,970.74",2021/08/25
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","16 Ft Aluminum Boat with Bunk Trailer - SMITHERS, BC",ITQ-006737,Itq,2021/07/20,3,2021/08/20,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$8,400.00",2021/08/25
Procurement Services Branch,Ministry of Transportation and Infrastructure,"Concrete Box Culvert. (Canim Lake, BC)",ITQ-006765,Itq,2021/08/06,0,2021/08/16,TRI-KON PRECAST PRODUCTS LTD.,Cranbrook,British Columbia,Canada,"$137,677.28",2021/08/25
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Light Duty Side by Side Utility Vehicle(Prince George, BC)",ITQ-006740,Itq,2021/07/22,3,2021/08/20,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$22,960.00",2021/08/26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",WILDLAND FIREFIGHTER ATHLETIC THERAPY SERVICES,ITQ-OT2WHQ0026,ITQ,2021/08/06,0,2021/08/16,N/A,N/A,N/A,N/A,$0.00,2021/08/26
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Demolition and replacement of the existing Yale Creek Bridge.,12669MJ2021,MOTITT,2021/07/20,2,2021/07/29,Coquitlam Ridge Constructors Ltd.,Surrey,British Columbia,Canada,"$5,362,989.24",2021/08/27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Kentucky Alleyne Park Day Use Area Construction & Upgrades,CP22KAE024,ITT,2021/07/29,0,2021/08/27,Arnica Contracting Inc,Merritt,British Columbia,Canada,"$140,296.29",2021/08/27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Reconstruction in the Thompson Rivers Forest District at 0 ,EN22DTR002,ITT,2021/08/25,4,2021/08/27,KLL CONSTRUCTION INC.,Kamloops,British Columbia,Canada,"$1,094,376.00",2021/08/27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FE22DSE001 - Aerial Fertilization Selkirk,FE22DSE001,ITT,2021/08/10,0,2021/08/30,Western Aerial Applications Ltd,Victoria,British Columbia,Canada,"$1,007,527.34",2021/08/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Surveys Grizzly Creek,SU22LMN002,ITT,2021/07/14,1,2021/07/20,N/A,N/A,N/A,N/A,$0.00,2021/08/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Irrigation System Supply and Installation at Cobble Hill,1070-30/OP22FHQ095,ITQ,2021/07/14,0,2021/07/28,N/A,N/A,N/A,N/A,$0.00,2021/08/31
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Irrigation System Supply and Installation at Cobble Hill,1070-30/OP22FHQ095,ITQ,2021/07/14,0,2021/07/28,N/A,N/A,N/A,N/A,$0.00,2021/08/31
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Boundary LiDAR Audit (type L) Sampling,1070-30/OT22FHQ159,ITT,2021/08/06,1,2021/08/18,McColl Forestry Ltd.,Kelowna,British Columbia,Canada,"$97,500.00",2021/08/31
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Boundary LiDAR Audit (type L) Sampling,1070-30/OT22FHQ159,ITT,2021/08/06,1,2021/08/18,McColl Forestry Ltd.,Kelowna,British Columbia,Canada,"$97,500.00",2021/08/31
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SALE OF DECKED TIMBER  FORESTRY LICENCE TO CUT A98193 ,A98193,ITT,2021/07/27,0,2021/08/30,JOSEPH MORHART,Horsefly,British Columbia,Canada,$12.00,2021/08/31
Ministry of Municipal Affairs,Ministry of Municipal Affairs,Call for Responses: Refugee Claimant Housing Fund,CFR22-RCH02,RFP,2021/06/23,3,2021/07/12,N/A,N/A,N/A,N/A,$0.00,2021/08/31
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Structural Rehabilitation and Deck Replacement,37760MJ0000,MOTITT,2021/08/20,6,2021/08/26,Ruskin Construction Ltd.,Prince George,British Columbia,Canada,"$13,873,532.90",2021/09/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Blasting to Produce Rip Rap for the Driftwood FSR,EN22DSN035,ITT,2021/08/13,0,2021/08/26,N/A,N/A,N/A,N/A,$0.00,2021/09/01
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,"Notice of Intent, Direct Award, CSCP VCS Gang-Related",NOI-FY22-CSCP-VCS-GR,NOI,2021/06/30,0,2021/07/14,Private,Vancouver,British Columbia,Canada,"$45,000.00",2021/09/01
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Notice of Intent to Direct Award a Contract ,NOI-FY22-CSCP01,NOI,2021/08/24,0,2021/08/31,Alderhill Planning Inc.,Penticton,British Columbia,Canada,"$21,500.00",2021/09/01
"Ministry of Tourism, Arts, Culture and Sport","Ministry of Tourism, Arts, Culture and Sport",Chief Supervisor and Operational Support for Combat Sports,RFP22TACS03,RFP,2021/07/13,0,2021/08/05,"RAM, SELWYN",Victoria,British Columbia,Canada,"$25,000.00",2021/09/01
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transportation - Prince George ,BCCS22ITQ724A,ITQ,2021/05/06,0,2021/05/20,Seldom Silent Enterprise Ltd.,Kelowna,British Columbia,Canada,"$400,000.00",2021/09/02
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Concrete Box Culvert Installation and re-channelization of Creek,23738MJ0001,MOTITT,2021/08/20,1,2021/08/31,RAM Excavating Limited,Quesnel,British Columbia,Canada,"$651,535.00",2021/09/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",METEOR LAKE ECOSYSTEM CLASSIFICATION AND MAPPING ASSESSMENT,CS22DPG731,RFP,2021/08/04,0,2021/08/30,EcoLogic Consultants Ltd.,North Vancouver,British Columbia,Canada,"$41,949.00",2021/09/07
Procurement Services Branch,Ministry of Transportation and Infrastructure,supply/Deliver 28 Pedestrian Sidewalk Fence Panels (Camp River),ITQ-006771,Itq,2021/08/13,0,2021/08/23,SkyHigh Ladders & Guardrails Inc.,Surrey,British Columbia,Canada,"$34,154.40",2021/09/07
Procurement Services Branch,Ministry of Children and Family Development,Document Scanners (4) ,ITQ-006775,Itq,2021/08/24,1,2021/08/27,Micro Com Systems Ltd.,Burnaby,British Columbia,Canada,"$45,833.55",2021/09/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Early Works Clearing and Utility Access Road Construction,23626MJ0001,MOTITT,2021/08/11,3,2021/08/17,Tybo Contracting Ltd.,Langley,British Columbia,Canada,"$878,700.00",2021/09/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",EVERGREEN ESTATES FUEL MANAGEMENT TREATMENTS,FM22DTR011,ITT,2021/08/16,0,2021/09/07,SK'ATSIN RESOURCES LIMITED LIABILITY PARTNERSHIP,Chase,British Columbia,Canada,"$329,286.60",2021/09/08
Procurement Services Branch,Ministry of Transportation and Infrastructure,Electronic Module Manufacturing and Assembly,ITQ-006780,Itq,2021/08/26,0,2021/09/03,SURTEK INDUSTRIES INC,Surrey,British Columbia,Canada,"$19,746.72",2021/09/08
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Human Wildlife Conflict Signage (various locations),ITQ-006781,Itq,2021/08/26,0,2021/09/03,"C2 Imaging, LLC",Delta,British Columbia,Canada,"$30,783.27",2021/09/08
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal/Transport and Body Storage- Port Alberni ,BCCS22ITQ706A,ITQ,2021/06/02,0,2021/06/16,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$90,000.00",2021/09/09
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transport - Nanaimo ,BCCS22ITQ706C,ITQ,2021/06/09,0,2021/06/23,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$200,000.00",2021/09/09
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transport - Nanaimo ,BCCS22ITQ706C,ITQ,2021/06/09,0,2021/06/23,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$200,000.00",2021/09/09
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transport - Campbell River,BCCS22ITQ706D,ITQ,2021/06/09,0,2021/06/23,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$140,000.00",2021/09/09
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transport - Campbell River,BCCS22ITQ706D,ITQ,2021/06/09,0,2021/06/23,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$140,000.00",2021/09/09
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Body Removal and Transprot - Courtenay-Comox,BCCS22ITQ706E,ITQ,2021/06/02,0,2021/06/16,"1267566 B.C, LTD.",Victoria,British Columbia,Canada,"$100,000.00",2021/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Railway crossing sign installation and brushing in the PG area,EN22DPG733,ITT,2021/08/17,1,2021/08/30,Ironwood Resource Professionals,Prince George,British Columbia,Canada,"$28,559.34",2021/09/09
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Babine Lake Park Sites Toilet Replacement,CP22SME015,ITQ,2021/09/07,2,2021/09/09,Specialized Earthworks Ltd.,Smithers,British Columbia,Canada,"$87,700.00",2021/09/13
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Mechanical Fuel Treatments South of Cranbrook BC,FS22DRM001,ITT,2021/08/26,0,2021/09/09,Skookumchuck Pulp Inc.,Cranbrook,British Columbia,Canada,"$559,715.00",2021/09/13
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFP Multi-disciplinary Design Teams Hwy 1 264th St to Whatcom Rd,12405,RFP,2021/07/02,5,2021/07/09,Associated Engineering,Vancouver,British Columbia,Canada,"$75,000,000.00",2021/09/14
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFP Multi-disciplinary Design Teams Hwy 1 264th St to Whatcom Rd,12405,RFP,2021/07/02,5,2021/07/09,McElhanney,Vancouver,British Columbia,Canada,"$75,000,000.00",2021/09/14
Ministry of Public Safety & Solicitor General & Emergency B.C.,Ministry of Public Safety & Solicitor General & Emergency B.C.,Indigenous Cultural Liaison Contract – Counselling FY22,12551,SRFP,2021/08/05,1,2021/08/12,Prince George Urban Aboriginal Justice Society,Prince George,British Columbia,Canada,"$120,000.00",2021/09/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Works for Forest Fertilization Revelstoke,FE22DSE002,ITT,2021/08/30,0,2021/09/13,N/A,N/A,N/A,N/A,$0.00,2021/09/14
Procurement Services Branch,Ministry of Transportation and Infrastructure,2021 Vehicle Buy- MoTI,ITQ-006667,Itq,2021/05/12,0,2021/06/02,Harbour International Trucks Ltd.,Langley,British Columbia,Canada,"$174,610.14",2021/09/14
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",***REQUOTE*** Pedestrian Aluminum Bridge (Campbell River),ITQ-006770R,Itq,2021/09/01,0,2021/09/13,Pacific Industrial & Marine Ltd.,Duncan,British Columbia,Canada,"$16,772.00",2021/09/14
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",UTILITY SNOWMOBILE - 1 UNIT - WILLIAMS LAKE,ITQ-006776,Itq,2021/09/07,2,2021/09/09,Spectra Power Sports Ltd,Williams Lake,British Columbia,Canada,"$10,592.96",2021/09/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FS1282 Intent to Direct Award Pelleting 2022 Sowing Season,12636,DirectAward,2021/08/10,0,2021/08/20,"Carl Edward Happel doing business as, Carl Happel Seed Pelleting",Vernon,British Columbia,Canada,"$50,000.00",2021/09/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Northern and Central Mountain Caribou Collar Deployment – 2021-2,12646,ITQ,2021/08/16,0,2021/09/03,Canadian Wildlife Capture,Powell River,British Columbia,Canada,"$103,000.00",2021/09/15
