Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Audits of Category 2 Timber Processing Facilities,AU2383R003,ITT,2022/05/20,1,2022/06/01,Soteria Occupational Safety Ltd,Kelowna,British Columbia,Canada,"$59,995.00",2022/06/08
Ministry of Forests,Ministry of Forests,Routine Bridge Inspections - Selkirk Resource District,EN23474010,ITQ,2022/05/06,0,2022/05/27,SNT Engineering Ltd.,Nelson,British Columbia,Canada,"$55,940.00",2022/06/08
Ministry of Forests,Ministry of Forests,Bridge Installation at Maka-Murray K1750 - FSR,EN23474012,ITT,2022/05/12,4,2022/05/26,Boreal West Forestry Ltd.,70 Mile House,British Columbia,Canada,"$113,750.00",2022/06/08
BC Timber Sales - Contracts,BC Timber Sales - Contracts,"Lois Major Works, Sunshine Coast",EN23TBP010,ITT,2022/05/05,2,2022/05/26,Bob Marquis Contracting Ltd.,Powell River,British Columbia,Canada,"$162,000.00",2022/06/08
Procurement Services Branch,BC Timber Sales - Contracts,GRASS SEED AND BIODEGRADABLE EROSION CONTROL BLANKETS,ITQ-007061,Itq,2022/05/13,0,2022/05/25,0938541 B.C. Ltd,Armstrong,British Columbia,Canada,"$22,917.02",2022/06/08
BC Liquor Distribution Branch,BC Liquor Distribution Branch,BCCS 7057 Brentwood,ITT2022-05-04,ITT,2022/04/27,4,2022/05/04,Klondike Contracting Corporation,Langley,,,"$468,599.00",2022/06/08
City of New Westminster,City of New Westminster,Supply Two (2) Underground Storage Tanks (Fuel),NWRFQ-22-01,RFQ,2022/05/04,0,2022/05/25,National Energy Equipment,Port Coquitlam,,,"$88,905.30",2022/06/08
Ministry of Forests,Ministry of Forests,Agricultural Based Safety Consulting,1070-30/CS23FHQ006,NOI,2022/02/24,0,2022/03/07,N/A,,,,$0.00,2022/06/07
Ministry of Forests,Ministry of Forests,Agricultural Based Safety Consulting,1070-30/CS23FHQ006,NOI,2022/02/24,0,2022/03/07,N/A,,,,$0.00,2022/06/07
Ministry of Forests,Ministry of Forests,Haida Gwaii CMI-YSM Sampling,1070-30/OT23FHQ073,ITT,2022/04/22,2,2022/05/02,Hatch Woodlands Ltd.,Salt Spring Island,British Columbia,Canada,"$223,514.00",2022/06/07
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Industrial Project Risk Rating Model,13271,RFP,2022/03/28,0,2022/04/25,N/A,,,,$0.00,2022/06/07
Ministry of Citizens' Services,Ministry of Citizens' Services,Agile Software Development,13342,RFP,2022/05/06,2,2022/05/17,Button Inc.,Victoria,British Columbia,Canada,"$800,000.00",2022/06/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Bridge Construction - Fraling Creek Bridge,25209MJ0001,MOTITT,2022/05/17,2,2022/05/25,Copcan Civil Limited Partnership by its GP Copcan Holdings Ltd.,Nanaimo,British Columbia,Canada,"$6,005,289.00",2022/06/07
Ministry of Forests,Ministry of Forests, Nicoamen Drainage Project ,EN23DCS202,ITT,2022/05/26,1,2022/06/02,Roadrunner Excavating Ltd.,Lillooet,British Columbia,Canada,"$10,415.00",2022/06/07
Ministry of Forests,Ministry of Forests,Grading of FSRs in Selkirk Forest District – Kootenay Lake Zone,EN23DSE005,ITT,2022/04/14,1,2022/05/04,N/A,,,,$0.00,2022/06/07
Ministry of Forests,Ministry of Forests,Grading of FSRs in Selkirk Forest District – Kootenay Lake Zone,EN23DSE005,ITT,2022/04/14,1,2022/05/04,N/A,,,,$0.00,2022/06/07
Ministry of Forests,Ministry of Forests,Routine Bridge and Major Culvert Inspections - DND,EN23PGN303,ITT,2022/05/31,2,2022/06/07,Wildwood Engineering & Environmental LTd.,Prince George,British Columbia,Canada,"$26,538.75",2022/06/07
Procurement Services Branch,Ministry of Forests,Bridge Components- Sea to Sky District - Miller Creek (Pemberton,ITQ-007073,Itq,2022/05/24,0,2022/06/01,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$49,629.44",2022/06/07
Regional District of Nanaimo,Regional District of Nanaimo,Dashwood & Cranberry VFD Fabric Covered Buildings ,ITT 22-040,ITT,2022/04/22,2,2022/04/27,SpanMaster Structures Ltd.,Tappen,,,"$293,943.93",2022/06/07
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Silviculture Surveys in the Dawson Creek TSA and TFL48,SU23TDE001A,ITT,2022/04/25,0,2022/05/17,N/A,,,,$0.00,2022/06/07
City of Dawson Creek,City of Dawson Creek,RFP 2022-18 2023 NCLGA Event Planner,2022-18,RFP,2022/05/18,2,2022/05/27,Platinum Events Planning & Consulting,Dawson Creek,,,"$35,000.00",2022/06/06
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Parapet Membrane Replacement RFP-TMC-2021004,RFP-TMC-2021004,RFP,2022/03/10,0,2022/04/08,Metro Roofing & Sheet Metal Ltd.,Langley,British Columbia,Canada,"$74,500.00",2022/06/06
Vancouver Island Health Authority,Vancouver Island Health Authority,RFPQ Listof Project Management Services,RFPQ_LIST_PM,RQU,2022/04/06,0,2022/05/05,Altus Group,Vancouver,,,$0.00,2022/06/06
Vancouver Island Health Authority,Vancouver Island Health Authority,RFPQ Listof Project Management Services,RFPQ_LIST_PM,RQU,2022/04/06,0,2022/05/05,Capex Projects,Vancouver,,,$0.00,2022/06/06
Vancouver Island Health Authority,Vancouver Island Health Authority,RFPQ Listof Project Management Services,RFPQ_LIST_PM,RQU,2022/04/06,0,2022/05/05,Colliers Project Leaders,Victoria,,,$0.00,2022/06/06
Vancouver Island Health Authority,Vancouver Island Health Authority,RFPQ Listof Project Management Services,RFPQ_LIST_PM,RQU,2022/04/06,0,2022/05/05,BTY,Vancouver,,,$0.00,2022/06/06
Ministry of Forests,Ministry of Forests,Boundary TSA Inventory Assessment Type M and L Sampling,1070-30/OT23FHQ095,ITT,2022/05/13,0,2022/06/01,McColl Forestry Ltd,Kelowna,British Columbia,Canada,"$68,450.00",2022/06/03
City of Kamloops,City of Kamloops,Asphalt Surfacing,344733,NRFP,2022/03/09,0,2022/03/30,BA Dawson Blacktop,Kamloops,,,$0.00,2022/06/03
"Ministry of Land, Water and Resource Stewardship","Ministry of Land, Water and Resource Stewardship",SRFP - Marbled Murrelet Population Surveys in Coastal BC,SRFP 51246615,SRFP,2022/05/20,0,2022/05/30,Bernard Konrad Schroeder dba Bernard K. Schroeder Consulting,Nanaimo,British Columbia,Canada,"$90,000.00",2022/06/03
Ministry of Forests,Ministry of Forests,Design and PM - Coastal Fire Centre Building & Site Development,SRFP23BCWSHQ002,SRFP,2022/04/26,5,2022/04/29,Ph5 Architecture Ltd,Vancouver,British Columbia,Canada,"$480,185.00",2022/06/03
Ministry of Forests,Ministry of Forests,100 Mile House PSP Sampling,1070-30/OT23FHQ084,ITT,2022/04/28,0,2022/05/16,Jerome Ralph Nutter dba JN Contracting,Williams Lake,British Columbia,Canada,"$59,975.00",2022/06/02
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),PNE Activation,22-119,ITB,2022/03/15,0,2022/04/05,MRG Events Ltd.,Toronto,,,$0.00,2022/06/02
WorkSafeBC,WorkSafeBC,"Altova, XML Spy Pro/Mission Kit",222-2022,NOI,2022/05/04,0,2022/05/12,Altova Inc.,Beverly,,,"$3,519.50",2022/06/02
Ministry of Forests,Ministry of Forests,GS23RSK005SF_srfp_DOTHI Needle Blight Survey,GS23RSK005SF,SRFP,2022/05/17,0,2022/06/01,Silverwood Consulting Inc,Terrace,British Columbia,Canada,"$80,000.00",2022/06/02
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Mechanical Site Preparation,SP23TLH002,ITT,2022/05/12,0,2022/06/02,Wyatt Consulting Ltd.,Vernon,British Columbia,Canada,"$556,940.60",2022/06/02
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Mechanical Site Preparation,SP23TLH002,ITT,2022/05/12,0,2022/06/02,Wyatt Consulting Ltd.,Vernon,British Columbia,Canada,"$556,940.60",2022/06/02
Ministry of Forests,Ministry of Forests,FFT SILVICULTURE SURVEYS,SU23DSN020,ITT,2022/05/19,0,2022/06/01,Vandolah Enterprises Inc,Vanderhoof,British Columbia,Canada,"$179,102.22",2022/06/02
Ministry of Children and Family Development,,,XCN2022-02RFP,RFP,,0,,PDR INVESTMENTS INC. DBA: Interior HomeCare Solutions,Vernon,,,"$800,000.00",2022/06/02
BC Housing Management Commission,BC Housing Management Commission,"RFP Security Services Riverview, CQ, BC",1070-2122-150,RFP,2021/09/23,0,2021/10/21,ARMOUR SECURITY AND PROTECTION SERVICE CORP.,Burnaby,,,$1.00,2022/06/01
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Extend the service life of the existing pavement on the PMH1,13092MJ2022,MOTITT,2022/05/11,1,2022/05/19,ALL ROADS Construction Ltd.,Surrey,British Columbia,Canada,"$16,735,665.60",2022/06/01
Interior Health Authority,Interior Health Authority,Adult Substance Use Treatment Beds - RFP 2021-22-004,2021-22-004,RFP,2022/02/10,2,2022/02/23,Lillooet Friendship Center Society,Lillooet,,,"$1,792,500.00",2022/06/01
University of British Columbia,University of British Columbia,Database of Religious History,2021010275,RFP,2022/02/18,0,2022/03/18,Pioneers Softwater,Vancouver,,,"$876,960.00",2022/06/01
University of British Columbia,University of British Columbia,Arts Building HVAC Upgrade,2022010007,RFP,2022/04/19,0,2022/05/13,Kal-West Mechanical Systems,Kelowna,,,"$1,284,860.00",2022/06/01
Vancouver Island Health Authority,Vancouver Island Health Authority,Summit Pharmacy Renovation - RFQ General Contractor,2140149-RFQ GC,RQU,2022/04/20,0,2022/05/20,Aral Construction Ltd.,Victoria,,,$0.00,2022/06/01
Vancouver Island Health Authority,Vancouver Island Health Authority,Summit Pharmacy Renovation - RFQ General Contractor,2140149-RFQ GC,RQU,2022/04/20,0,2022/05/20,Kinetic Construction Ltd.,Victoria,,,$0.00,2022/06/01
Vancouver Island Health Authority,Vancouver Island Health Authority,Summit Pharmacy Renovation - RFQ General Contractor,2140149-RFQ GC,RQU,2022/04/20,0,2022/05/20,Velocity Projects,Victoria,,,$0.00,2022/06/01
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TKN015 - Engineering Contract Monitoring - SZ,EN23TKN015,ITT,2022/04/21,0,2022/05/18,Green Stream Consulting Ltd.,Kelowna,British Columbia,Canada,"$68,370.00",2022/06/01
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TKN040 - FSR Maintenance and Deactivation,EN23TKN040,ITT,2022/05/03,0,2022/05/25,Crane Enterprises Ltd.,Armstrong,British Columbia,Canada,"$86,135.00",2022/06/01
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),SAAS for integrated patient survey with individualized plan ,PHSA 08914,DirectAward,2022/05/20,0,2022/05/30,THRIVE HEALTH INC.,Vancouver,,,"$804,720.00",2022/06/01
Ministry of Forests,Ministry of Forests,Coastal BEC and Great Bear seamless TEM updates,RE23NAN408,SRFP,2022/04/28,0,2022/05/25,Coastal Resource Mapping Ltd.,Nanaimo,British Columbia,Canada,"$32,000.00",2022/06/01
Destination BC Corp.,Destination BC Corp.,RFP: Brand and Creative Agency,RFP22DBC12,RFP,2022/02/28,5,2022/03/04,Zulu Alpha Kilo Inc,Vancouver,,,"$8,000,000.00",2022/06/01
Destination BC Corp.,Destination BC Corp.,"Travel Trade, Public Relations, Travel Media, Special Events-UK",RFP22DBC13,RFP,2022/03/28,2,2022/04/13,KBC PR & Marketing,East Sussex,,,"$984,312.00",2022/06/01
Destination BC Corp.,Destination BC Corp.,"Travel Trade, PR, Travel Media, Special Events-Germany",RFP23DBC02,RFP,2022/04/22,1,2022/05/11,Marketing Services International GmbH,Neu-Isenburg,,,"$672,000.00",2022/06/01
School District 57 Prince George,School District 57 Prince George,PGSS Fire Alarm Upgrade,T012-22,ITT,2022/05/25,1,2022/05/26,Westcana Electric,Prince George,,,"$189,620.00",2022/06/01
Ministry of Forests,Ministry of Forests,Fuel Management Prescription and Field Layout,CS23DRM001,ITT,2022/05/18,1,2022/05/27,Tanglefoot Forestry Consultants Ltd.,Cranbrook,British Columbia,Canada,"$185,175.00",2022/05/31
Ministry of Forests,Ministry of Forests,Routine Bridge Inspections – Chilliwack and Haida Gwaii,EN23NAN900,ITT,2022/05/09,1,2022/05/25,Chartwell Resource Group Ltd.,North Vancouver,British Columbia,Canada,"$76,425.00",2022/05/31
Procurement Services Branch,Ministry of Forests,Tractor - Bailey Seed Orchard,ITQ-007055,Itq,2022/05/12,0,2022/05/20,Avenue Machinery Corp,Vernon,British Columbia,Canada,"$112,862.40",2022/05/31
Procurement Services Branch,Ministry of Forests,"Standing Offer-COLLAPSIBLE SPILL CONTAINMENT BERMS, MINI-2 Sizes",ITQ-007059,Itq,2022/05/17,2,2022/05/19,Sunesta Supply Inc.,Vancouver,British Columbia,Canada,$0.00,2022/05/31
Procurement Services Branch,Ministry of Attorney General,Courtroom Equipment,ITQ-007062,Itq,2022/05/17,2,2022/05/24,Charter Telecom Inc,Victoria,British Columbia,Canada,"$286,973.43",2022/05/31
Procurement Services Branch,BC Timber Sales - Contracts,Fabrication/Supply One steel girder/concrete deck Bridge (Hope),ITQ-007063,Itq,2022/05/19,1,2022/05/25,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$263,650.24",2022/05/31
Ministry of Forests,,,OT23FHQ097,ITT,,0,,Carson James Hardy dba Mt Tolmie Contracting,Saanich,,,"$75,480.00",2022/05/31
Ministry of Forests,,,OT23FHQ097,ITT,,0,,Carson James Hardy dba Mt Tolmie Contracting,Saanich,,,"$75,480.00",2022/05/31
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),Flexible Cystoscopes and Monitors,PHSA 07364,NOI,2022/03/15,0,2022/03/25,Olympus Canada Inc.,Richmond Hill,,,$0.00,2022/05/31
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),Flexible Cystoscopes and Monitors,PHSA 07364,NOI,2022/03/15,0,2022/03/25,Karl Storz Endoscopy Canada Ltd.,Mississauga,,,$0.00,2022/05/31
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),Flexible Cystoscopes and Monitors,PHSA 07364,NOI,2022/03/15,0,2022/03/25,Pentax Canada Inc.,Mississauga,,,$0.00,2022/05/31
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),NOI Service Level Agreement for Staff Forecasting Application,PHSA 6681,NOI,2022/05/11,0,2022/05/21,HealthStream Information Solutions Company,Nashville,,,"$840,000.00",2022/05/31
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Steveston Interchange Project Quality Management Services,SIP-QMS-2022 09,RFP,2022/02/17,4,2022/02/24,RAM Engineering Ltd.,Vancouver,British Columbia,Canada,"$733,000.00",2022/05/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Silviculture Surveys-Bulkley & Morice Areas - Babine Bus Area,SU23TAS3100,ITT,2022/04/27,0,2022/05/17,Paramount Forestry Ltd.,Smithers,British Columbia,Canada,"$96,990.00",2022/05/31
Ministry of Forests,Ministry of Forests,Landsat 8 Harvest Change Detection,1070-30/OT23FHQ077,ITT,2022/05/05,1,2022/05/12,Caslys Consulting Ltd.,Victoria,British Columbia,Canada,"$8,585.00",2022/05/30
City of Dawson Creek,City of Dawson Creek (Planholder List),RFQ 2022-19 19mm Minus Crushed Gravel Supply & Delivery,2022-19,RFQ,2022/04/13,0,2022/05/06,Dawson Sand & Gravel Ltd.,Dawson Creek,,,"$262,240.00",2022/05/30
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),Scour Protection Design Srv - Annacis Main No.2 Channel Crossing,22-063,RFP,2022/03/09,0,2022/03/31,Northwest Hydraulic Consultants Ltd.,North Vancouver,,,$0.00,2022/05/30
Ministry of Forests,Ministry of Forests,Finlay-Chunamon 72km Bridge Installation G6-716,EN23PGN327,ITT,2022/05/10,3,2022/05/17,N/A,,,,$0.00,2022/05/30
Procurement Services Branch,Ministry of Transportation and Infrastructure,*Requote* Supply Deliver 4000 m3 Rip Rap 50kg class-Northern BC,ITQ-007031R,Itq,2022/04/28,0,2022/05/06,Soucie Construction Ltd.,Stewart,British Columbia,Canada,"$669,760.00",2022/05/30
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),Thin Prep Collection Kits,PHSA 9013,NOI,2022/05/19,0,2022/05/26,Hologic,Mississauga,,,"$500,000.00",2022/05/30
BC Liquor Distribution Branch,,,TQ2022-05-13,ITQ,,0,,DAWSON CONSTRUCTION LIMITED,Kamloops,,,"$14,004.00",2022/05/30
School District 57 Prince George,School District 57 Prince George,Shas Ti Kelly Road Secondary School Property Improvements,009-22,ITT,2022/05/13,4,2022/05/17,IDL Projects Inc,Prince George,,,"$1,499,569.89",2022/05/27
City of Dawson Creek,City of Dawson Creek,RFQ 2022-20 Kin Arena Mechanical Room Upgrade,2022-20,RFQ,2022/05/18,3,2022/05/20,Zwick's Plumbing & Heating (2007) Ltd.,Dawson Creek,,,"$102,000.00",2022/05/27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Technical Lead, Fraser River Tunnel Project",FRTP TEC 2022 11,RFP,2022/04/01,1,2022/04/04,Charter Project Delivery Inc.,Vancouver,British Columbia,Canada,"$2,070,000.00",2022/05/27
"Ministry of Energy, Mines, and Low Carbon Innovation","Ministry of Energy, Mines, and Low Carbon Innovation",Columbia River Treaty Planning Model (CRTPM) Secretariat,GSXXMANXXXX_CRTPM,RFP,2022/04/14,2,2022/04/20,Compass Resource Management Ltc,Vancouver,British Columbia,Canada,"$75,000.00",2022/05/27
BC Liquor Distribution Branch,BC Liquor Distribution Branch,Temporary IT Staff Augmentation Services,RFP2022-01-07-A,RFP,2022/01/04,3,2022/01/07,S.i.Systems ULC,Vancouver,,,"$24,000,000.00",2022/05/27
BC Liquor Distribution Branch,BC Liquor Distribution Branch,Temporary Non-IT Staff Augmentation Services,RFP2022-01-07-B,RFP,2022/01/04,3,2022/01/07,Affinity Staffing Inc.,Vancouver,,,"$51,000,000.00",2022/05/27
Ministry of Agriculture and Food,Ministry of Agriculture and Food,Evaluation of the Buy BC Partnership Program,13416,SRFP,2022/05/20,1,2022/05/24,Osier Consulting,Victoria,British Columbia,Canada,"$37,800.00",2022/05/26
Ministry of Agriculture and Food,Ministry of Agriculture and Food,Evaluation of the Buy BC Partnership Program,13416,SRFP,2022/05/20,1,2022/05/24,Osier Consulting,Victoria,British Columbia,Canada,"$37,800.00",2022/05/26
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),Ned’s Atomic Dustbin Trail Upgrades,22-117,RFP,2022/03/23,0,2022/04/13,Dream Wizards Events Ltd.,Garibaldi Highlands,,,$0.00,2022/05/26
Vancouver Island Health Authority,Vancouver Island Health Authority,RJH Pharmacy-Neg Air Room Consulting Services,2203001-CONSULT,RFP,2022/04/07,0,2022/05/10,Stantec Architecture,Victoria,,,$0.00,2022/05/26
Vancouver Island Health Authority,Vancouver Island Health Authority,RJH Pharmacy-Neg Air Room Consulting Services,2203001-CONSULT,RFP,2022/04/07,0,2022/05/10,WSP-Electrical Engineer,Victoria,,,$0.00,2022/05/26
Vancouver Island Health Authority,Vancouver Island Health Authority,RJH Pharmacy-Neg Air Room Consulting Services,2203001-CONSULT,RFP,2022/04/07,0,2022/05/10,WSP-Mechanical Engineer,Victoria,,,$0.00,2022/05/26
City of Richmond,City of Richmond,S & D Plug-In Hybrid and/or Fully Electric Crossover Vehicles,6693Q,RFQ,2022/01/12,1,2022/01/19,Mainland Ford Ltd,Abbotsford,,,"$426,448.00",2022/05/26
City of Richmond,City of Richmond,On Call Roofing Contractor,7214Q,RFQ,2022/02/04,0,2022/03/04,Marine Roofing (1996) Ltd,Burnaby,,,$0.00,2022/05/26
City of Richmond,City of Richmond,S & D of Multiple Four Cylinder Hybrid Minivans,8009Q,RFQ,2022/02/03,0,2022/03/02,Alpine Toyota Ltd,Cranbrook,,,"$179,260.00",2022/05/26
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Saysutshun(Newcastle Island) Provincial Marine Park Dock Repairs,CP23NAN003,ITT,2022/04/25,3,2022/05/13,Pacific Industrial and Marine Ltd,Duncan,British Columbia,Canada,"$144,916.00",2022/05/26
Procurement Services Branch,BC Timber Sales - Contracts,GALVANIZED STEEL PIPE  (Port Alberni),ITQ-007056,Itq,2022/05/10,0,2022/05/19,Armtec Inc.,Edmonton,Alberta,Canada,"$57,569.24",2022/05/26
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC Parks Aluminum Bear Proof Food-Cache (Port McNeill),ITQ-007057,Itq,2022/05/18,2,2022/05/20,QC Universal Coatings Inc.,Salmon Arm,British Columbia,Canada,"$11,592.00",2022/05/26
Procurement Services Branch,Ministry of Citizens' Services,Check Point Software & Hardware Maintenance Renewal ,ITQ-007060,Itq,2022/05/11,0,2022/05/20,MNP LLP,Vancouver,British Columbia,Canada,"$1,834,416.43",2022/05/26
Ministry of Attorney General,Ministry of Attorney General,Inspection of Flood Control Assets,NOIEMBC74,NOI,2022/04/24,0,2022/04/29,N/A,,,,$0.00,2022/05/26
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TKJ035 - Silviculture Surveys - TOC - North Zone,SU23TKJ035,ITT,2022/05/17,1,2022/05/26,No Bids,Vernon,British Columbia,Canada,$0.00,2022/05/26
Ministry of Children and Family Development,Ministry of Children and Family Development,Delta Sexual Abuse Intervention Program ,13215SRFP,SRFP,2022/04/12,2,2022/04/22,N/A,,,,$0.00,2022/05/25
Lyackson First Nation,Lyackson First Nation,Consulting and Design Services Shingle Point Community Project,2022 001,RFP,2022/02/23,3,2022/03/02,Christine Lintott Architects Inc.,Victoria,,,$0.00,2022/05/25
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,North Coast Region Parks Toilet Install,CP22SME026,ITT,2022/03/24,1,2022/04/07,Specialized Earthworks Ltd,Smithers,British Columbia,Canada,"$270,858.71",2022/05/25
Ministry of Forests,Ministry of Forests,Contract Monitor - Bridge Installation - Various Locations,EN23474015,ITT,2022/04/29,0,2022/05/19,DWB Consulting Services Ltd.,Prince George,British Columbia,Canada,"$71,850.00",2022/05/25
Ministry of Forests,Ministry of Forests,Forest Service Road Maintenance Columbia Engineering Zone,EN23DSE004,ITT,2022/05/09,0,2022/05/25,Chatter Creek Holdings Ltd,Golden,British Columbia,Canada,"$188,665.00",2022/05/25
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TEK401 - Eng. Project Monitor - Kamloops TSA (Clearwater),EN23TEK401,ITT,2022/04/07,0,2022/05/03,KDC Forestry Consulting Ltd.,Clearwater,British Columbia,Canada,"$60,000.00",2022/05/25
Ministry of Forests,Ministry of Forests,Cranbrook Fire Zone– Electrical services to new Warehouse,ITT23BCWSHQ001,ITT,2022/03/30,0,2022/04/21,MARTECH ELECTRICAL SYSTEMS LTD,Cranbrook,British Columbia,Canada,"$48,086.78",2022/05/25
Ministry of Forests,,,OT23FHQ086,ITT,,0,,Carson James Hardy dba Mt Tolmie Contracting,4035 Lakehill Pl,,,"$94,080.00",2022/05/25
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TFF006 - TKO - Silviculture Surveys – Boundary ,SU23TFF006,ITT,2022/03/22,0,2022/04/12,Infinity-Pacific Stewardship Group Ltd.,Abbotsford,British Columbia,Canada,"$110,275.90",2022/05/25
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Resurfacing Highways Nanaimo H19A Turner to Mary Ellen,16999MJ2022,MOTITT,2022/04/05,1,2022/04/21,O.K. Industries Ltd.,Parksville,British Columbia,Canada,"$4,701,384.00",2022/05/24
Ministry of Forests,Ministry of Forests,Lytton Crew Camp Accommodation RFP,23KAE0007,RFP,2022/04/07,1,2022/04/11,Black Diamond Group,Calgary,Alberta,Canada,"$300,000.00",2022/05/24
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Highway No. 16 Tamen Creek Culvert Replacement No. 08601,37264MJ0000,MOTITT,2022/04/29,3,2022/05/11,Enviro-Ex Contracting Ltd.,Prince George,British Columbia,Canada,"$12,122,308.00",2022/05/24
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Manual Brushing Fort St John Timber Supply Area ,BR23TDF001,ITT,2022/03/28,0,2022/04/26,Mihis Silviculture Contracting,Prince George,British Columbia,Canada,"$298,203.00",2022/05/24
Provincial Health Services Authority (Incl. BCCSS),,,CL05697ME-2022,Onboarding,,0,,Medline Industries,Toronto,,,"$3,358,998.00",2022/05/24
Procurement Services Branch,Ministry of Forests,Jira Service Management 2000 Agents,ITQ-007058,Itq,2022/05/11,0,2022/05/19,Highway Three Solutions (2013) Ltd.,Victoria,British Columbia,Canada,"$56,493.25",2022/05/24
BC Transit,BC Transit,20.092 RFP Integrated Solution Heavy Duty Battery Electric Buses,RFP 20.092,NRFP,2021/02/22,14,2021/03/08,Proterra Operating Company Inc.,Burlingame,,,$0.00,2022/05/24
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Silviculture Surveys – West Chilcotin – Williams Lake TSA,SU23TLE005,ITT,2022/05/11,1,2022/05/17,Peter John Schulting dba Pathocon Consulting,Prince George,British Columbia,Canada,"$46,720.00",2022/05/24
Camosun College,Camosun College,22-04-2319 Huber Hall Washroom Upgrade,22-04-2319,ITT,2022/05/17,8,2022/05/18,Aral Construction (2014) Ltd.,Victoria,,,"$285,000.00",2022/05/20
Ministry of Agriculture and Food,Ministry of Agriculture and Food,Engagement to Assess Industry Needs for Next Policy Framework,23CP001,SRFP,2022/05/02,4,2022/05/06,R.A. Malatest & Associates Ltd.,Victoria,British Columbia,Canada,"$99,034.50",2022/05/20
Provincial Health Services Authority (Incl. BCCSS),,,CC03740ME-2022,Onboarding,,0,,Medline Canada,Delta,,,"$742,602.00",2022/05/20
Provincial Health Services Authority (Incl. BCCSS),,,PHSA 04045,DirectAward,,0,,Forescout Technologies Inc.,San Jose,,,"$8,700,000.00",2022/05/20
City of Vancouver,City of Vancouver,PROVISION OF FIBER AND COPPER NETWORK MANAGEMENT SOLUTION,RFP#PS20211115,RFP,2021/10/14,0,2021/11/11,"3-GIS, LLC",Decatur,,,"$366,835.63",2022/05/20
Oil and Gas Commission,Oil and Gas Commission,GIS Application Support Services 2022-2025,RFP51223001,RFP,2022/04/01,0,2022/04/29,Esri Canada Limited,Victoria,,,"$150,000.00",2022/05/20
Ministry of Forests,Ministry of Forests,BIOLOGICAL BRUSHING – QUESNEL NATURAL RESOURCE DISTRICT,BR23WLN001,ITT,2022/04/19,0,2022/05/03,Cailey Ellen Chase dba Vahana Nature Rehabilitation,Kimberley,British Columbia,Canada,"$129,600.00",2022/05/19
Provincial Health Services Authority (Incl. BCCSS),,,CL05698PR-2022,Onboarding,,0,,Primed Medical Products Inc,Edmonton,,,"$1,837,397.00",2022/05/19
Provincial Health Services Authority (Incl. BCCSS),,,CL06176,DirectAward,,0,,3M CANADA HEALTHCARE,London,,,"$10,731,976.00",2022/05/19
Fraser Health Authority,Fraser Health Authority,Burnaby Public Health + Home Health Tenant Improvement,D826-00,ITT,2022/04/19,2,2022/04/22,Maxwell Floors Ltd.,Surrey,,,"$358,347.00",2022/05/19
