Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional - Southern Interior Region,IR06082020-11471,RFP,2020/06/18,1,2020/06/30,DSL Land Services Ltd.,Kamloops,British Columbia,Canada,$0.00,2020/07/24
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional - Southern Interior Region,IR06082020-11471,RFP,2020/06/18,1,2020/06/30,MT Matthew Consulting,Kamloops,British Columbia,Canada,$0.00,2020/07/24
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional - Southern Interior Region,IR06082020-11471,RFP,2020/06/18,1,2020/06/30,Stantec Consulting Ltd.,Kamloops,British Columbia,Canada,$0.00,2020/07/24
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional - Southern Interior Region,IR06082020-11471,RFP,2020/06/18,1,2020/06/30,Mitrovic Resolution Consulting,Maple Ridge,British Columbia,Canada,$0.00,2020/07/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Structure Replacement-Design,Supply,Installation",EN21DCC002,ITT,2020/06/26,0,2020/07/23,Formula Contracting Ltd.,Prince George,British Columbia,Canada,"$293,500.00",2020/07/24
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional - Southern Interior Region,IR06082020-11471,RFP,2020/06/18,1,2020/06/30,Crossroads Cultural Resource Management,Smithers,British Columbia,Canada,$0.00,2020/07/24
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional - Southern Interior Region,IR06082020-11471,RFP,2020/06/18,1,2020/06/30,Two Worlds Consulting Ltd.,Victoria,British Columbia,Canada,$0.00,2020/07/24
Procurement Services Branch,Ministry of Transportation and Infrastructure,Automated Avalanche Detection System (Terrace),ITQ-006261,Itq,2020/06/17,0,2020/06/25,Geopraevent Ltd,Zurich,,Switzerland,"$324,800.00",2020/07/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Removal & disposal of 3 railway structures & narrowing a 4th ,EN21DCS202,ITT,2020/06/30,1,2020/07/28,Heavy Metal Marine Ltd.,Shawnigan Lake,British Columbia,Canada,"$586,682.00",2020/07/27
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Forest Service Road Signs (Nanaimo),ITQ-006275,Itq,2020/07/14,0,2020/07/24,Astrographic Industries Ltd,Surrey,British Columbia,Canada,"$2,019.37",2020/07/27
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Standing Offer for Camp Stove (Chilliwack & PG),ITQ-006269,Itq,2020/07/09,0,2020/07/17,Campers Village,Edmonton,Alberta,Canada,$0.00,2020/07/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock Slope Stabilization,86002MJ0247,MOTITT,2020/06/22,0,2020/07/23,Dynamite Construction Ltd.,Kamloops,British Columbia,Canada,"$571,584.00",2020/07/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock Slope Stabilization,86002MJ0247,MOTITT,2020/06/22,0,2020/07/23,Dynamite Construction Ltd.,Kamloops,British Columbia,Canada,"$571,584.00",2020/07/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Transverse Pavement Marking, Inlaid and Surface Applied MMA",23819MN2020,MOTITT,2020/07/16,1,2020/07/23,647354 BC Ltd. dba Aardvark Pavement Marking Services,Kelowna,British Columbia,Canada,"$224,363.00",2020/07/28
Procurement Services Branch,Ministry of Citizens' Services,Java SSP Plug Ins for 2 Serviers Maintenance & License Support,ITQ-006273,Itq,2020/07/10,0,2020/07/20,Insight Canada Inc,Montreal,Quebec,Canada,"$8,536.86",2020/07/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Structural Lining of two multi-plate corrugated steel culverts.,37743MJ0000,MOTITT,2020/06/22,0,2020/07/21,Yellowhead Road & Bridge (Vanderhoof) Ltd.,Prince George,British Columbia,Canada,"$2,161,884.00",2020/07/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Structural Lining of two multi-plate corrugated steel culverts.,37743MJ0000,MOTITT,2020/06/22,0,2020/07/21,Yellowhead Road & Bridge (Vanderhoof) Ltd.,Prince George,British Columbia,Canada,"$2,161,884.00",2020/07/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Wildfire Fuel Mitigation Prescription and Completion- Wells,B.C.",CS21DQU002,ITT,2020/06/19,3,2020/07/09,Cabin Forestry Services Ltd.,Vernon,British Columbia,Canada,"$22,817.00",2020/07/28
Procurement Services Branch,Ministry of Citizens' Services,Sharegate License 12-month Subscription Renewal,ITQ-006274,Itq,2020/07/16,1,2020/07/21,A - Power Computer Ltd.,Richmond,British Columbia,Canada,"$10,515.68",2020/07/29
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Sarver Wood Fibre,100 Mile House,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Blue Thunder Contracting,Campbell River,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Integrated Operations Group,Campbell River,British Columbia,Canada,$1.00,2020/07/30
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Type I BBQ Platforms (Baynes Lake),ITQ-006270,Itq,2020/07/10,0,2020/07/20,Castlegar Machine & Chrome (2013) Ltd.,Castlegar,British Columbia,Canada,"$11,172.00",2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply and Install - Retaining Wall 56km West Pavilion - FSR,EN21474-024,ITT,2020/06/30,0,2020/07/23,LIL BEAR CONTRACTING CORP.,Chilliwack,British Columbia,Canada,"$100,499.56",2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Timberwolf Training and Consulting Inc.,Cranbrook,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Sawtooth Tree Management,Golden,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Second pass Forestry,Kamloops,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,KDC Forestry Consulting,Kamloops,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,John Jacob Verschoor,Kamloops,British Columbia,Canada,$1.00,2020/07/30
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"HIPR on portions of Rose Prairie Rd, 260 Rd and 259 Rd",37820MJ0000,MOTITT,2020/07/20,1,2020/07/28,ARC Asphalt Recycling Inc.,Kamloops,British Columbia,Canada,"$3,481,600.00",2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Loki Tree Service,Kaslo,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",HELICOPTER SURVEY: NORTHEAST,FH208240002,ITT,2019/07/16,2,2019/07/26,NAZCA CONSULTING LTD,Nelson,British Columbia,Canada,"$35,800.00",2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Wildfire Consulting Ltd.,Penticton,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,D/T Blasting,Port Hardy,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Apex Forest & Wildfire Services,Prince George,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Integra Forestry Consulting,Sooke,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,1091078 Northern Rockies Tree Service,Vanderhoof,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Richard Wilcott,Vernon,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,Essential Resources,Vernon,British Columbia,Canada,$1.00,2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Peace CMI & YSM Quality Assurance,1070-30/OT21FHQ104,ITT,2020/07/03,2,2020/07/10,Carson James Hardy dba Mt Tolmie Contracting,Victoria,British Columbia,Canada,"$44,800.00",2020/07/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Falling Coordinator/Danger Tree Specialist Services,ON-003496,RSO,2020/05/01,1,2020/05/20,1,Victoria,British Columbia,Canada,$1.00,2020/07/30
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Standing Offer for Sharpening Files (2 locations),ITQ-006263,Itq,2020/06/26,1,2020/06/30,Wood-Miller Saw & Knife Limited,Mississauga,Ontario,Canada,$0.00,2020/07/31
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Surveys of Small Scale Salvage Openings - Vhf Area,SU21DSN020,ITT,2020/07/20,2,2020/07/22,Van Dolah Enterprises Ltd,Vanderhoof,British Columbia,Canada,"$87,502.78",2020/07/31
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Surveys of Small Scale Salvage Openings - Vhf Area,SU21DSN020,ITT,2020/07/20,2,2020/07/22,Van Dolah Enterprises Inc,Vanderhoof,British Columbia,Canada,"$87,502.78",2020/07/31
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Notice of Intent to Direct Award a Contract to RMS Software Inc.,NOIEMBC38,NOI,2020/07/30,3,2020/07/31,"RMS Software, Inc.",Victoria,British Columbia,Canada,"$5,950.00",2020/08/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Maintenance-graveling and grading :Muskwa Boat Launch FSR,EN21DFN001,ITT,2020/07/08,0,2020/07/20,Radar Road Transport Ltd.,Fort Nelson,British Columbia,Canada,"$21,075.00",2020/08/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Embedded Culvert Installation Driftwood FSR 15.1km G5-012,EN21PGN332,ITT,2020/07/21,1,2020/07/23,Platinum Stone Contracting Ltd.,Mission,British Columbia,Canada,"$201,549.00",2020/08/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildland Urban Interface Forest fuel Mitigation in Hidden Valley,ER21DRM001,ITT,2020/07/20,0,2020/08/04,Skookumchuck Pulp Inc.,Skookumchuck,British Columbia,Canada,"$156,250.00",2020/08/04
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,St John No. 1 Bridge Scour Remediation,37548MJ0000,MOTITT,2020/07/13,1,2020/07/22,CANCELLED,Victoria,British Columbia,Canada,$0.00,2020/08/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fort St. John East CMI & YSM,1070-30/OT21FHQ089,ITT,2020/06/09,0,2020/06/23,Atticus Environmental Services (Canada) Ltd.,Cobble Hill,British Columbia,Canada,"$120,886.92",2020/08/05
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply and delivery of fire rings  (two locations),ITQ-006278,Itq,2020/07/22,0,2020/07/31,Avalanche Metal Industries Ltd.,Kelowna,British Columbia,Canada,"$8,431.81",2020/08/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Britannia Mine Groundwater Management System - Pipe Cleaning,RFPCCSP2021-01,RFP,2020/07/09,1,2020/07/10,Milestone Environmental Contracting Ltd.,Langley,British Columbia,Canada,"$543,788.95",2020/08/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Northern Woodland Caribou Winter Lichen Habitat,CS21DPG606,RFP,2020/07/16,2,2020/07/20,Chu Cho Environmental LLP,Prince George,British Columbia,Canada,"$79,999.00",2020/08/05
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Deering Bridge No. 03196 Substructure Renewal,16621MJ0001,MOTITT,2020/07/23,4,2020/07/29,Pacific Industrial & Marine Ltd.,Duncan,British Columbia,Canada,"$905,400.00",2020/08/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,H97 Campbell Rd to 100 Mile House and Begg Rd to Enterprise Rd,25207MJ0000,MOTITT,2020/07/23,1,2020/07/30,Dawson Construction Limited,Kamloops,British Columbia,Canada,"$6,569,838.03",2020/08/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",25 Year Remeasurement of EP1186 Ice Road Silviculture Systems Re,GS21NLE065/1070-20,ITT,2020/06/18,0,2020/07/09,Ecora Engineering and Resource Group Ltd,Kelowna,British Columbia,Canada,"$50,554.00",2020/08/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Mixed asphalt strategies on various North Peace side roads.,37821MJ0000,MOTITT,2020/07/17,0,2020/08/05,Peter’s Bros. Construction Ltd.,Penticton,British Columbia,Canada,"$2,732,211.00",2020/08/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Mixed asphalt strategies on various North Peace side roads.,37821MJ0000,MOTITT,2020/07/17,0,2020/08/05,Peter’s Bros. Construction Ltd.,Penticton,British Columbia,Canada,"$2,732,211.00",2020/08/06
Procurement Services Branch,Ministry of Citizens' Services,Supply and Delivery of Network Equipment (Victoria),ITQ-006280,Itq,2020/07/23,0,2020/08/04,Telus Communications Inc.,Victoria,British Columbia,Canada,"$165,192.16",2020/08/06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",EN21NAN604 Ash Main SI-5591 Bridge Installation Project; South I,EN21NAN604,ITT,2020/06/29,0,2020/07/28,Heavy Metal Marine Ltd,Victoria,British Columbia,Canada,"$352,756.00",2020/08/06
Ministry of Agriculture,Ministry of Agriculture,Soil Nutrient Study 2020 TNRD,GSA21CP-006,SRFP,2020/07/03,2,2020/07/10,Associated Environmental Consultants Inc.,Vernon,British Columbia,Canada,"$47,850.00",2020/08/07
Ministry of Agriculture,Ministry of Agriculture,Soil Nutrient Study 2020 Vancouver Island,GSA21CP-007,SRFP,2020/07/03,2,2020/07/10,Associated Environmental Consultants Inc.,Vernon,British Columbia,Canada,"$47,000.00",2020/08/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",North Philips Road Deactivation in the Mackenzie Forest District,11250-85/EN21DMK012,ITT,2020/07/21,0,2020/08/10,N/A,,,,$0.00,2020/08/10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",North Philips Road Deactivation in the Mackenzie Forest District,11250-85/EN21DMK012,ITT,2020/07/21,0,2020/08/10,N/A,,,,$0.00,2020/08/10
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"TRAFFIC CONTROL, FIRST AID AND/OR PILOT CAR SERVICES",RFQ2021FGD,RFQ,2020/07/21,3,2020/07/28,Alliance,Burnaby,British Columbia,Canada,"$50,000.00",2020/08/10
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"TRAFFIC CONTROL, FIRST AID AND/OR PILOT CAR SERVICES",RFQ2021FGD,RFQ,2020/07/21,3,2020/07/28,Alpine First Aid,Comox,British Columbia,Canada,"$50,000.00",2020/08/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Highway 1 at Main Street / Dollarton Highway Interchange,12627MJ2020,MOTITT,2020/07/23,3,2020/07/30,Lafarge Canada Inc.,Coquitlam,British Columbia,Canada,"$8,466,245.00",2020/08/10
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,2020 SIR EDRMS/Records Project,11563,RFP,2020/07/13,0,2020/08/04,Infra-Link Consulting Ltd,North Vancouver,British Columbia,Canada,"$200,000.00",2020/08/10
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"TRAFFIC CONTROL, FIRST AID AND/OR PILOT CAR SERVICES",RFQ2021FGD,RFQ,2020/07/21,3,2020/07/28,CMH Underground Utilities Ltd.,Prince George,British Columbia,Canada,"$50,000.00",2020/08/10
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"TRAFFIC CONTROL, FIRST AID AND/OR PILOT CAR SERVICES",RFQ2021FGD,RFQ,2020/07/21,3,2020/07/28,Northland First Aid Inc.,Vanderhoof,British Columbia,Canada,"$50,000.00",2020/08/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt resurfacing of Sea Island Way and Highway 99 ramps,13019MJ2020,MOTITT,2020/07/29,1,2020/08/06,Lafarge Canada Inc.,Coquitlam,British Columbia,Canada,"$16,988,410.00",2020/08/11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Moldowan FSR Reconstruction,EN21PGN326,ITT,2020/07/28,1,2020/08/11,Capco Construction Services Ltd.,Prince George,British Columbia,Canada,"$102,800.00",2020/08/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Standing Offer for Weather Instruments,ITQ-006281,Itq,2020/07/29,0,2020/08/07,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2020/08/12
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Burman Fish Habitat Restoration and Bridge Installation,EN21NAN900,ITT,2020/07/23,2,2020/08/05,Far North Contracting Ltd.,Campbell River,British Columbia,Canada,"$293,483.60",2020/08/12
Ministry of Agriculture,Ministry of Agriculture,Relative Impact of VOC Emissions from Agriculture on Air Quality,GSA21CP-009,SRFP,2020/07/03,1,2020/07/17,Ramboll Canada Inc.,Mississauga,Ontario,Canada,"$44,910.00",2020/08/12
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fuel Management Operational Treatment Implementation(Squamish),OP21LMN213,ITT,2020/07/14,1,2020/07/16,Spectrum Resource Group Inc,Prince George,British Columbia,Canada,"$217,787.50",2020/08/12
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Retaining Wall and Pipe Installation - Wilson - FSR,EN21474-010,ITT,2020/07/22,3,2020/07/28,Marwest Industries Ltd.,Castlegar,British Columbia,Canada,"$130,400.00",2020/08/13
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Kikomun Creek Provincial Park – Earth Works Equipment Services,ENV21-BCPKO-16,ITT,2020/07/28,2,2020/08/05,Conquer Contracting Ltd.,Cranbrook,British Columbia,Canada,"$77,600.00",2020/08/13
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Kikomun Creek Provincial Park Aggregate Supply,ENV21-BCPKO-17,ITQ,2020/07/28,1,2020/08/05,BAD Ventures Ltd.,Cranbrook,British Columbia,Canada,"$202,540.00",2020/08/13
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply & Delivery of Treated Timber Deck Planks (Duncan),ITQ-006284,Itq,2020/08/06,2,2020/08/11,Shy's Forest Products Ltd,Vancouver,British Columbia,Canada,"$76,160.00",2020/08/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Emergency rehabilitation of the Pouce Coupe River Bridge,37733MJ0000,MOTITT,2020/07/29,1,2020/08/06,DCL Construction Services Ltd.,Calgary,Alberta,Canada,"$2,494,080.00",2020/08/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Gates Lake Fuel Management Operational Treatment,OP21LMN212,ITT,2020/07/14,1,2020/07/23,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$287,415.00",2020/08/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Tangiers Road Deactivation,EN21DSE006,ITT,2020/08/05,1,2020/08/17,BHEX Contracting Ltd,Revelstoke,British Columbia,Canada,"$129,828.20",2020/08/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Surveys of Small Scale Salvage Opening,SU21DSN016,ITT,2020/07/22,4,2020/08/05,Paramount Forestry Ltd,Smithers,British Columbia,Canada,"$37,491.78",2020/08/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Spotted Owl Stand-level Monitoring Framework and Forest Practice,RE21NAN408,DirectAward,2020/07/14,1,2020/07/24,Brian Danjou Forest Services,Vancouver,British Columbia,Canada,"$8,000.00",2020/08/17
Procurement Services Branch,Ministry of Citizens' Services,Adobe Experience Manager Forms Annual Support ,ITQ-006289,Itq,2020/08/06,0,2020/08/14,Insight Canada Inc,Montreal,Quebec,Canada,"$91,035.53",2020/08/18
Ministry of Agriculture,Ministry of Agriculture,Soil Nutrient Study 2020 Okanagan,GSA21CP-008,SRFP,2020/07/03,2,2020/07/10,Associated Environmental Consultants Inc.,Vernon,British Columbia,Canada,"$31,000.00",2020/08/18
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,AS & WHEN REQUIRED TRAFFIC CONTROL SERVICES - NORTH PEACE,331LM4533-TC,ITB,2020/08/12,0,2020/08/19,SL Enterprizes Ltd.,Dawson Creek,British Columbia,Canada,"$50,000.00",2020/08/19
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,AS & WHEN REQUIRED TRAFFIC CONTROL SERVICES - SOUTH PEACE,331LM9429-TC,ITB,2020/08/12,0,2020/08/19,SL Enterprizes Ltd.,Dawson Creek,British Columbia,Canada,"$50,000.00",2020/08/19
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",** REQUOTE ** STANDING OFFER FOR REUSEABLE WATER BOTTLES (32OZ),ITQ-006225R,Itq,2020/06/15,3,2020/06/19,Campers Village,Edmonton,Alberta,Canada,$0.00,2020/08/19
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,West Arm Park Fuelbreak Development Project TU 1 – Five Mile Cr,OP21NLE088,RFP,2020/07/24,0,2020/08/16,Wildfire Forestry Services Ltd,Nelson,British Columbia,Canada,"$114,260.00",2020/08/19
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,West Arm Park Fuelbreak Development Project – TU 1 Strickland Cr,OP21NLE095,RFP,2020/07/24,0,2020/08/16,Loki Tree Service,Nelson,British Columbia,Canada,"$117,475.00",2020/08/19
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,West Arm Park Fuelbreak Development Project TU 6 - Strickland Cr,OP21NLE096,RFP,2020/07/24,0,2020/08/16,Cabin Forestry Services Ltd,Vernon,British Columbia,Canada,"$148,222.00",2020/08/19
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Peace View Pit Crushing,37748MJ0000,MOTITT,2020/07/22,1,2020/08/11,Brocor Construction Ltd.,Dawson Creek,British Columbia,Canada,"$914,400.00",2020/08/20
Procurement Services Branch,Ministry of Social Development and Poverty Reduction,IBM DB2 software subscription renewal,ITQ-006288,Itq,2020/08/10,0,2020/08/19,CDW Canada Inc,Etobicoke,Ontario,Canada,"$31,575.88",2020/08/20
Procurement Services Branch,Ministry of Transportation and Infrastructure,Manufacture & Delivery of 30 Gates (Kamloops),ITQ-006277,Itq,2020/07/30,1,2020/08/04,FYPM Holdings Inc.,Maple Ridge,British Columbia,Canada,"$37,613.86",2020/08/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Willow FSR Reconstruction,EN21PGN333,ITT,2020/08/17,1,2020/08/20,Capco Construction Services Ltd.,Prince George,British Columbia,Canada,"$295,000.00",2020/08/20
Procurement Services Branch,Ministry of Citizens' Services,Cisco Networking Equipment,ITQ-006286,Itq,2020/08/05,0,2020/08/14,341234 BC Ltd,Saanichton,British Columbia,Canada,"$22,094.83",2020/08/20
